gene_id	gene_name	gene_source	gene_biotype
ENSRNOG00000029893	Rwdd3	ensembl	protein_coding
ENSRNOG00000053852	AABR07013147.1	ensembl	protein_coding
ENSRNOG00000025160	Tlcd4	ensembl	protein_coding
ENSRNOG00000011528	Alg14	ensembl	protein_coding
ENSRNOG00000053525	7SK	ensembl	misc_RNA
ENSRNOG00000011559	Cnn3	ensembl	protein_coding
ENSRNOG00000058371	AABR07013154.2	ensembl	protein_coding
ENSRNOG00000011723	Slc44a3	ensembl	protein_coding
ENSRNOG00000051378	AABR07013154.1	ensembl	miRNA
ENSRNOG00000052653	AABR07013157.2	ensembl	lincRNA
ENSRNOG00000051962	AABR07013157.1	ensembl	lincRNA
ENSRNOG00000011800	F3	ensembl	protein_coding
ENSRNOG00000011929	Abcd3	ensembl	protein_coding
ENSRNOG00000012563	Arhgap29	ensembl	protein_coding
ENSRNOG00000012892	Abca4	ensembl	protein_coding
ENSRNOG00000060844	AABR07013165.1	ensembl	lincRNA
ENSRNOG00000013409	Gclm	ensembl	protein_coding
ENSRNOG00000025025	Dnttip2	ensembl	protein_coding
ENSRNOG00000040385	Mir760	ensembl	miRNA
ENSRNOG00000060865	AABR07013167.1	ensembl	lincRNA
ENSRNOG00000013737	Bcar3	ensembl	protein_coding
ENSRNOG00000013798	Fnbp1l	ensembl	protein_coding
ENSRNOG00000030491	AABR07013200.1	ensembl	protein_coding
ENSRNOG00000014443	Pde5a	ensembl	protein_coding
ENSRNOG00000024947	Fabp2	ensembl	protein_coding
ENSRNOG00000014654	LOC691807	ensembl	protein_coding
ENSRNOG00000014660	Usp53	ensembl	protein_coding
ENSRNOG00000058153	AABR07013202.1	ensembl	protein_coding
ENSRNOG00000014815	Myoz2	ensembl	protein_coding
ENSRNOG00000014867	Synpo2	ensembl	protein_coding
ENSRNOG00000014872	Sec24d	ensembl	protein_coding
ENSRNOG00000015250	Mettl14	ensembl	protein_coding
ENSRNOG00000057704	AABR07013207.1	ensembl	snRNA
ENSRNOG00000015353	Prss12	ensembl	protein_coding
ENSRNOG00000053898	AABR07013208.1	ensembl	snoRNA
ENSRNOG00000015781	Ndst3	ensembl	protein_coding
ENSRNOG00000009835	Tram1l1	ensembl	protein_coding
ENSRNOG00000024928	RGD1306519	ensembl	protein_coding
ENSRNOG00000060127	AABR07013217.1	ensembl	snoRNA
ENSRNOG00000009577	Ndst4	ensembl	protein_coding
ENSRNOG00000009345	Ugt8	ensembl	protein_coding
ENSRNOG00000055345	AABR07013237.1	ensembl	snoRNA
ENSRNOG00000009508	Casp6	ensembl_havana	protein_coding
ENSRNOG00000009433	Mcub	ensembl_havana	protein_coding
ENSRNOG00000049473	5S_rRNA	ensembl	rRNA
ENSRNOG00000023373	Sec24b	ensembl_havana	protein_coding
ENSRNOG00000061460	LOC103691692	ensembl	lincRNA
ENSRNOG00000053168	LOC102553088	ensembl	lincRNA
ENSRNOG00000000001	AABR07013255.1	ensembl	pseudogene
ENSRNOG00000011589	Camk2d	ensembl	protein_coding
ENSRNOG00000011076	Ank2	ensembl	protein_coding
ENSRNOG00000051388	AABR07013271.1	ensembl	snoRNA
ENSRNOG00000048989	Larp7	ensembl	protein_coding
ENSRNOG00000048974	AABR07013288.2	ensembl	miRNA
ENSRNOG00000050314	AABR07013288.3	ensembl	miRNA
ENSRNOG00000048336	AABR07013288.1	ensembl	miRNA
ENSRNOG00000036980	Zgrf1	ensembl	protein_coding
ENSRNOG00000053387	AABR07013288.4	ensembl	protein_coding
ENSRNOG00000010972	Neurog2	ensembl	protein_coding
ENSRNOG00000022636	Alpk1	ensembl	protein_coding
ENSRNOG00000010941	Tifa	ensembl	protein_coding
ENSRNOG00000024492	Ap1ar	ensembl	protein_coding
ENSRNOG00000010875	Fam241a	ensembl	protein_coding
ENSRNOG00000055038	AABR07013302.1	ensembl	protein_coding
ENSRNOG00000055380	AABR07013304.1	ensembl	lincRNA
ENSRNOG00000060298	AABR07013314.1	ensembl	lincRNA
ENSRNOG00000054971	AABR07013323.1	ensembl	lincRNA
ENSRNOG00000051979	AABR07013324.1	ensembl	lincRNA
ENSRNOG00000010681	Pitx2	ensembl	protein_coding
ENSRNOG00000051854	Enpep	ensembl	protein_coding
ENSRNOG00000048459	Dcm5	ensembl	protein_coding
ENSRNOG00000010468	Elovl6	ensembl	protein_coding
ENSRNOG00000048400	Dcm5	ensembl	protein_coding
ENSRNOG00000048949	LOC102549542	ensembl	protein_coding
ENSRNOG00000058246	AABR07013365.1	ensembl	lincRNA
ENSRNOG00000054881	U4	ensembl	snRNA
ENSRNOG00000062305	AABR07013388.1	havana	processed_pseudogene
ENSRNOG00000051964	LOC108348190	ensembl_havana	protein_coding
ENSRNOG00000061097	Lrit3	ensembl_havana	protein_coding
ENSRNOG00000053349	Rrh	ensembl_havana	protein_coding
ENSRNOG00000061146	Gar1	ensembl_havana	protein_coding
ENSRNOG00000053400	Cfi	ensembl	protein_coding
ENSRNOG00000057470	Pla2g12a	ensembl	protein_coding
ENSRNOG00000052613	LOC103689977	ensembl	protein_coding
ENSRNOG00000050706	Col25a1	ensembl	protein_coding
ENSRNOG00000045743	Etnppl	ensembl	protein_coding
ENSRNOG00000023322	Ostc	ensembl	protein_coding
ENSRNOG00000016387	Rpl34	ensembl	protein_coding
ENSRNOG00000047992	AABR07013410.1	ensembl	protein_coding
ENSRNOG00000055227	AABR07013410.3	ensembl	lincRNA
ENSRNOG00000052248	AABR07013410.2	ensembl	lincRNA
ENSRNOG00000059757	AABR07013410.4	ensembl	lincRNA
ENSRNOG00000055035	AABR07013412.1	ensembl	protein_coding
ENSRNOG00000010121	Lef1	ensembl	protein_coding
ENSRNOG00000010697	Hadh	ensembl	protein_coding
ENSRNOG00000011053	Cyp2u1	ensembl	protein_coding
ENSRNOG00000011284	Sgms2	ensembl	protein_coding
ENSRNOG00000011311	Papss1	ensembl	protein_coding
ENSRNOG00000056342	U1	ensembl	snRNA
ENSRNOG00000050075	AABR07013425.1	ensembl	protein_coding
ENSRNOG00000011360	Dkk2	ensembl	protein_coding
ENSRNOG00000059205	AABR07013435.1	ensembl	lincRNA
ENSRNOG00000061584	AABR07013439.1	ensembl	lincRNA
ENSRNOG00000057730	U6	ensembl	snRNA
ENSRNOG00000042721	Gimd1	ensembl	protein_coding
ENSRNOG00000011384	Aimp1	ensembl	protein_coding
ENSRNOG00000011454	Tbck	ensembl	protein_coding
ENSRNOG00000058729	AABR07013446.1	ensembl	snoRNA
ENSRNOG00000054662	AABR07013453.1	ensembl	lincRNA
ENSRNOG00000052873	Npnt	ensembl	protein_coding
ENSRNOG00000011669	Gstcd	ensembl	protein_coding
ENSRNOG00000011844	Ints12	ensembl	protein_coding
ENSRNOG00000023965	AABR07013464.1	ensembl	protein_coding
ENSRNOG00000036958	LOC102556447	ensembl	protein_coding
ENSRNOG00000012091	Ppa2	ensembl_havana	protein_coding
ENSRNOG00000046675	Gpbp1l2	ensembl_havana	transcribed_processed_pseudogene
ENSRNOG00000023579	Tet2	ensembl	protein_coding
ENSRNOG00000055084	SNORA70	ensembl	snoRNA
ENSRNOG00000055177	Gm23011	ensembl	snoRNA
ENSRNOG00000059314	AABR07013477.2	ensembl	lincRNA
ENSRNOG00000041898	AABR07013477.1	ensembl	miRNA
ENSRNOG00000045764	Cxxc4	ensembl	protein_coding
ENSRNOG00000041792	Mir1895	ensembl	miRNA
ENSRNOG00000057646	AABR07013488.2	ensembl	lincRNA
ENSRNOG00000009372	Tacr3	ensembl	protein_coding
ENSRNOG00000009339	Cenpe	ensembl	protein_coding
ENSRNOG00000014490	Bdh2	ensembl	protein_coding
ENSRNOG00000023404	Slc9b2	ensembl	protein_coding
ENSRNOG00000042985	Slc9b1	ensembl	protein_coding
ENSRNOG00000055839	AC120718.1	ensembl	snoRNA
ENSRNOG00000048258	Cisd2	ensembl	protein_coding
ENSRNOG00000013741	Ube2d3	ensembl	protein_coding
ENSRNOG00000052247	Manba	ensembl	protein_coding
ENSRNOG00000052040	U6	ensembl	snRNA
ENSRNOG00000023258	Nfkb1	ensembl	protein_coding
ENSRNOG00000059004	U2	ensembl	snRNA
ENSRNOG00000012508	Slc39a8	ensembl	protein_coding
ENSRNOG00000032247	Bank1	ensembl	protein_coding
ENSRNOG00000009882	Ppp3ca	ensembl	protein_coding
ENSRNOG00000036421	AABR07013539.1	ensembl	miRNA
ENSRNOG00000022910	Emcn	ensembl	protein_coding
ENSRNOG00000033088	LOC499715	ensembl	protein_coding
ENSRNOG00000010047	Ddit4l2	ensembl	protein_coding
ENSRNOG00000060107	Dnajb14	ensembl	protein_coding
ENSRNOG00000010306	H2az1	ensembl	protein_coding
ENSRNOG00000010552	Lamtor3	ensembl	protein_coding
ENSRNOG00000010575	Dapp1	ensembl	protein_coding
ENSRNOG00000054761	AABR07013550.1	ensembl	lincRNA
ENSRNOG00000010655	Mttp	ensembl	protein_coding
ENSRNOG00000011025	Trmt10a	ensembl	protein_coding
ENSRNOG00000024623	RGD1309170	ensembl	protein_coding
ENSRNOG00000032959	Adh7	ensembl	protein_coding
ENSRNOG00000012436	Adh6	ensembl	protein_coding
ENSRNOG00000012281	Adh6a	ensembl	protein_coding
ENSRNOG00000060908	U1	ensembl	snRNA
ENSRNOG00000046357	Adh5	ensembl	protein_coding
ENSRNOG00000012947	Metap1	ensembl	protein_coding
ENSRNOG00000053373	AC140765.1	ensembl	lincRNA
ENSRNOG00000043562	Mir1956	ensembl	miRNA
ENSRNOG00000052343	Eif4e	ensembl_havana	protein_coding
ENSRNOG00000061086	U6	ensembl	snRNA
ENSRNOG00000051702	AABR07013558.1	ensembl	lincRNA
ENSRNOG00000015913	Tspan5	ensembl	protein_coding
ENSRNOG00000015987	Rap1gds1	ensembl	protein_coding
ENSRNOG00000023457	Stpg2	ensembl	protein_coding
ENSRNOG00000056490	AABR07013566.1	ensembl	pseudogene
ENSRNOG00000060968	U6	ensembl	snRNA
ENSRNOG00000051598	AABR07013583.1	ensembl	pseudogene
ENSRNOG00000053823	U6	ensembl	snRNA
ENSRNOG00000036420	AABR07013586.1	ensembl	miRNA
ENSRNOG00000060967	AABR07013591.1	ensembl	miRNA
ENSRNOG00000016223	Pdha2	ensembl	protein_coding
ENSRNOG00000029071	Unc5c	ensembl	protein_coding
ENSRNOG00000016289	Bmpr1b	ensembl	protein_coding
ENSRNOG00000016419	Pdlim5	ensembl	protein_coding
ENSRNOG00000055914	AABR07013639.1	ensembl	lincRNA
ENSRNOG00000032240	Gbp5	ensembl	protein_coding
ENSRNOG00000029191	LOC685067	ensembl	protein_coding
ENSRNOG00000028768	Gbp4	ensembl	protein_coding
ENSRNOG00000031743	Gbp2	ensembl	protein_coding
ENSRNOG00000023943	Gbp1	ensembl	protein_coding
ENSRNOG00000036885	Gbp3	ensembl	protein_coding
ENSRNOG00000060609	U6	ensembl	snRNA
ENSRNOG00000059088	AABR07013653.1	ensembl	lincRNA
ENSRNOG00000061151	AABR07013654.1	ensembl	pseudogene
ENSRNOG00000043426	Kyat3	ensembl	protein_coding
ENSRNOG00000011135	Gtf2b	ensembl	protein_coding
ENSRNOG00000054062	U6	ensembl	snRNA
ENSRNOG00000011317	Pkn2	ensembl	protein_coding
ENSRNOG00000058016	AABR07013672.1	ensembl	lincRNA
ENSRNOG00000053087	AABR07013676.1	ensembl	lincRNA
ENSRNOG00000057293	AABR07013676.2	ensembl	lincRNA
ENSRNOG00000009205	Lmo4	ensembl	protein_coding
ENSRNOG00000055290	AABR07013686.1	ensembl	lincRNA
ENSRNOG00000059575	LOC108350128	ensembl	lincRNA
ENSRNOG00000054579	AABR07013689.1	ensembl	lincRNA
ENSRNOG00000012549	Hs2st1	ensembl	protein_coding
ENSRNOG00000055257	Selenof	ensembl	protein_coding
ENSRNOG00000012957	Sh3glb1	ensembl	protein_coding
ENSRNOG00000013334	Clca5	ensembl	protein_coding
ENSRNOG00000036877	Clca4l	ensembl	protein_coding
ENSRNOG00000029889	Clca4	ensembl	protein_coding
ENSRNOG00000060831	Clca1	ensembl	protein_coding
ENSRNOG00000013771	Clca2	ensembl	protein_coding
ENSRNOG00000058534	7SK	ensembl	misc_RNA
ENSRNOG00000014059	Odf2l	ensembl	protein_coding
ENSRNOG00000052331	AABR07013698.1	ensembl	lincRNA
ENSRNOG00000014143	Col24a1	ensembl	protein_coding
ENSRNOG00000030049	Znhit6	ensembl	protein_coding
ENSRNOG00000060828	U6	ensembl	snRNA
ENSRNOG00000014350	Ccn1	ensembl	protein_coding
ENSRNOG00000058696	AABR07013701.1	ensembl	protein_coding
ENSRNOG00000057834	LOC102553018	ensembl	lincRNA
ENSRNOG00000014613	Ddah1	ensembl	protein_coding
ENSRNOG00000042389	Bcl10	ensembl	protein_coding
ENSRNOG00000014857	RGD1560065	ensembl	protein_coding
ENSRNOG00000052749	U5	ensembl	snRNA
ENSRNOG00000026186	Syde2	ensembl	protein_coding
ENSRNOG00000014893	Wdr63	ensembl	protein_coding
ENSRNOG00000059208	U1	ensembl	snRNA
ENSRNOG00000015024	Mcoln3	ensembl	protein_coding
ENSRNOG00000015089	Mcoln2	ensembl	protein_coding
ENSRNOG00000015260	Lpar3	ensembl	protein_coding
ENSRNOG00000052662	U6	ensembl	snRNA
ENSRNOG00000015425	Ssx2ip	ensembl_havana	protein_coding
ENSRNOG00000015573	Ctbs	ensembl	protein_coding
ENSRNOG00000015678	Spata1	ensembl	protein_coding
ENSRNOG00000015936	LOC108349548	ensembl	protein_coding
ENSRNOG00000015969	Rpf1	ensembl	protein_coding
ENSRNOG00000016262	Dnase2b	ensembl	protein_coding
ENSRNOG00000016339	Uox	ensembl	protein_coding
ENSRNOG00000016432	Samd13	ensembl	protein_coding
ENSRNOG00000004978	Prkacb	ensembl	protein_coding
ENSRNOG00000031997	Ttll7	ensembl	protein_coding
ENSRNOG00000054185	AABR07013718.1	ensembl	lincRNA
ENSRNOG00000044645	5S_rRNA	ensembl	rRNA
ENSRNOG00000057103	AABR07013724.1	ensembl	lincRNA
ENSRNOG00000055985	U6	ensembl	snRNA
ENSRNOG00000051456	AABR07013729.1	ensembl	lincRNA
ENSRNOG00000052422	AABR07013743.1	ensembl	lincRNA
ENSRNOG00000059921	AABR07013746.1	ensembl	lincRNA
ENSRNOG00000051582	AABR07013747.1	ensembl	lincRNA
ENSRNOG00000062173	AABR07013747.2	havana	lincRNA
ENSRNOG00000053050	U6	ensembl	snRNA
ENSRNOG00000052596	AABR07013750.1	ensembl	lincRNA
ENSRNOG00000062118	LOC102547949	havana	lincRNA
ENSRNOG00000057395	AABR07013762.2	ensembl	lincRNA
ENSRNOG00000055668	AABR07013762.1	ensembl	snoRNA
ENSRNOG00000061178	AABR07013764.3	ensembl	lincRNA
ENSRNOG00000060722	AABR07013764.2	ensembl	lincRNA
ENSRNOG00000053817	AABR07013764.1	ensembl	lincRNA
ENSRNOG00000048082	AABR07013776.1	ensembl	protein_coding
ENSRNOG00000061028	AABR07013784.1	ensembl	lincRNA
ENSRNOG00000033940	Adgrl4	ensembl	protein_coding
ENSRNOG00000055552	AABR07013788.1	ensembl	lincRNA
ENSRNOG00000022218	Ifi44	ensembl	protein_coding
ENSRNOG00000049994	Ifi44l	ensembl	protein_coding
ENSRNOG00000046468	Ptgfr	ensembl	protein_coding
ENSRNOG00000054661	U7	ensembl	snRNA
ENSRNOG00000042152	Gipc2	ensembl	protein_coding
ENSRNOG00000030563	AABR07013798.1	ensembl	protein_coding
ENSRNOG00000050050	AABR07013801.1	ensembl	pseudogene
ENSRNOG00000013011	Dnajb4	ensembl	protein_coding
ENSRNOG00000043370	Fubp1	ensembl	protein_coding
ENSRNOG00000012512	Nexn	ensembl	protein_coding
ENSRNOG00000058222	AABR07013802.1	ensembl	pseudogene
ENSRNOG00000056332	Miga1	ensembl	protein_coding
ENSRNOG00000011294	Usp33	ensembl	protein_coding
ENSRNOG00000050321	Zzz3	ensembl	protein_coding
ENSRNOG00000046947	Ak5	ensembl	protein_coding
ENSRNOG00000042359	Pigk	ensembl	protein_coding
ENSRNOG00000049676	St6galnac5	ensembl	protein_coding
ENSRNOG00000059248	AABR07013841.1	ensembl	lincRNA
ENSRNOG00000032660	Adgrl2	ensembl_havana	protein_coding
ENSRNOG00000060973	AABR07013843.1	ensembl	protein_coding
ENSRNOG00000056894	St6galnac3	ensembl_havana	protein_coding
ENSRNOG00000013200	AC113771.1	havana	processed_pseudogene
ENSRNOG00000054283	7SK	ensembl	misc_RNA
ENSRNOG00000058700	AABR07013856.1	ensembl	snoRNA
ENSRNOG00000051329	LOC103691740	havana	lincRNA
ENSRNOG00000053556	AABR07013859.1	ensembl	snoRNA
ENSRNOG00000048832	Asb17	ensembl_havana	protein_coding
ENSRNOG00000010431	Msh4	ensembl	protein_coding
ENSRNOG00000061866	Gm24395	ensembl	snoRNA
ENSRNOG00000009992	Rabggtb	ensembl	protein_coding
ENSRNOG00000060388	AABR07013860.4	ensembl	snoRNA
ENSRNOG00000053795	Gm24494	ensembl	snoRNA
ENSRNOG00000056420	Snord45c	ensembl	snoRNA
ENSRNOG00000009845	Acadm	ensembl	protein_coding
ENSRNOG00000056880	AABR07013860.3	ensembl	snoRNA
ENSRNOG00000042332	Slc44a5	ensembl	protein_coding
ENSRNOG00000028348	Lhx8	ensembl	protein_coding
ENSRNOG00000054598	7SK	ensembl	misc_RNA
ENSRNOG00000028328	Tyw3	ensembl	protein_coding
ENSRNOG00000028319	Cryz	ensembl	protein_coding
ENSRNOG00000009533	Erich3	ensembl	protein_coding
ENSRNOG00000028225	Tnni3k	ensembl	protein_coding
ENSRNOG00000009548	Fpgt	ensembl	protein_coding
ENSRNOG00000009555	Lrriq3	ensembl	protein_coding
ENSRNOG00000056191	AABR07013907.1	ensembl	lincRNA
ENSRNOG00000049917	AABR07013911.1	ensembl	miRNA
ENSRNOG00000058005	AABR07013914.1	ensembl	lincRNA
ENSRNOG00000021410	Negr1	ensembl	protein_coding
ENSRNOG00000051010	AABR07013918.1	ensembl	miRNA
ENSRNOG00000056607	Gm24373	ensembl	snoRNA
ENSRNOG00000048305	AABR07013922.1	ensembl	pseudogene
ENSRNOG00000009990	Zranb2	ensembl	protein_coding
ENSRNOG00000035617	Mir186	ensembl	miRNA
ENSRNOG00000010325	Ptger3	ensembl	protein_coding
ENSRNOG00000051869	AABR07013931.1	ensembl	protein_coding
ENSRNOG00000053997	AABR07013931.2	ensembl	protein_coding
ENSRNOG00000061742	AABR07013931.3	ensembl	lincRNA
ENSRNOG00000010658	LOC103691744	ensembl	protein_coding
ENSRNOG00000058723	AABR07013945.1	ensembl	snoRNA
ENSRNOG00000055558	U6	ensembl	snRNA
ENSRNOG00000009503	Depdc1	ensembl	protein_coding
ENSRNOG00000057089	LOC103691744	ensembl	protein_coding
ENSRNOG00000011340	Ankrd13c	ensembl	protein_coding
ENSRNOG00000029592	Srsf11	ensembl	protein_coding
ENSRNOG00000011555	Lrrc40	ensembl	protein_coding
ENSRNOG00000011980	Lrrc7	ensembl	protein_coding
ENSRNOG00000060812	U6	ensembl	snRNA
ENSRNOG00000009582	Rpe65	ensembl	protein_coding
ENSRNOG00000036816	Wls	ensembl	protein_coding
ENSRNOG00000053300	AABR07058985.1	ensembl	lincRNA
ENSRNOG00000059271	AABR07058985.2	ensembl	lincRNA
ENSRNOG00000049825	AABR07058993.1	ensembl	miRNA
ENSRNOG00000007066	Htr5a	ensembl	protein_coding
ENSRNOG00000006859	Insig1	ensembl	protein_coding
ENSRNOG00000006846	En2	ensembl	protein_coding
ENSRNOG00000028311	Cnpy1	ensembl	protein_coding
ENSRNOG00000006718	Rbm33	ensembl	protein_coding
ENSRNOG00000006120	Shh	ensembl	protein_coding
ENSRNOG00000056565	AABR07059002.1	ensembl	lincRNA
ENSRNOG00000058840	AABR07059003.1	ensembl	miRNA
ENSRNOG00000051731	AABR07059004.1	ensembl	lincRNA
ENSRNOG00000054713	AABR07059009.1	ensembl	lincRNA
ENSRNOG00000058122	AABR07059009.2	ensembl	lincRNA
ENSRNOG00000049320	Olr1226	ensembl	protein_coding
ENSRNOG00000046807	Olr1227	ensembl	protein_coding
ENSRNOG00000046328	LOC100911845	ensembl	protein_coding
ENSRNOG00000049467	LOC100911888	ensembl	protein_coding
ENSRNOG00000049352	Olr1230	ensembl	protein_coding
ENSRNOG00000058298	Olr1231	ensembl	protein_coding
ENSRNOG00000060071	Olr1232	ensembl	protein_coding
ENSRNOG00000051518	Olr1233	ensembl	protein_coding
ENSRNOG00000057471	Olr1234	ensembl	protein_coding
ENSRNOG00000029086	Olr1235	ensembl	protein_coding
ENSRNOG00000050733	Olr1236	ensembl	protein_coding
ENSRNOG00000047869	Olr1237	ensembl	protein_coding
ENSRNOG00000045672	LOC103692039	ensembl	protein_coding
ENSRNOG00000046099	Olr1239	ensembl	protein_coding
ENSRNOG00000049725	LOC103692019	ensembl	protein_coding
ENSRNOG00000050355	Olr1241	ensembl	protein_coding
ENSRNOG00000050448	Olr1242	ensembl	protein_coding
ENSRNOG00000061259	Olr1243	ensembl	protein_coding
ENSRNOG00000061646	Olr1244	ensembl	protein_coding
ENSRNOG00000052884	Olr1245	ensembl	protein_coding
ENSRNOG00000049611	LOC100912152	ensembl	protein_coding
ENSRNOG00000050613	LOC100912186	ensembl	protein_coding
ENSRNOG00000050945	Olr1248	ensembl	protein_coding
ENSRNOG00000055051	Olr1249	ensembl	protein_coding
ENSRNOG00000046504	Olr1250	ensembl	protein_coding
ENSRNOG00000046136	Olr1251	ensembl	protein_coding
ENSRNOG00000046234	LOC103692018	ensembl	protein_coding
ENSRNOG00000049493	Olr1253	ensembl	protein_coding
ENSRNOG00000050484	LOC103692042	ensembl	protein_coding
ENSRNOG00000050390	AC103493.1	ensembl	pseudogene
ENSRNOG00000049321	LOC100912371	ensembl	protein_coding
ENSRNOG00000048360	LOC100912415	ensembl	protein_coding
ENSRNOG00000014386	Olr1096	ensembl	protein_coding
ENSRNOG00000057275	AABR07059024.1	ensembl	lincRNA
ENSRNOG00000005691	Rnf32	ensembl	protein_coding
ENSRNOG00000059589	Lmbr1	ensembl	protein_coding
ENSRNOG00000048969	AABR07059041.1	ensembl	protein_coding
ENSRNOG00000046959	Mnx1	ensembl	protein_coding
ENSRNOG00000010702	Ube3c	ensembl_havana	protein_coding
ENSRNOG00000041521	AABR07059046.1	ensembl	miRNA
ENSRNOG00000052727	7SK	ensembl	misc_RNA
ENSRNOG00000010353	Dnajb6	ensembl	protein_coding
ENSRNOG00000055910	AABR07059067.1	ensembl	pseudogene
ENSRNOG00000010278	Il6	ensembl	protein_coding
ENSRNOG00000050173	AABR07059072.1	ensembl	pseudogene
ENSRNOG00000007131	Paxip1	ensembl	protein_coding
ENSRNOG00000030547	Dpp6	ensembl	protein_coding
ENSRNOG00000060116	AABR07059140.1	ensembl	protein_coding
ENSRNOG00000059626	AABR07059142.1	ensembl	pseudogene
ENSRNOG00000056937	U6	ensembl	snRNA
ENSRNOG00000046876	AABR07059150.1	ensembl	miRNA
ENSRNOG00000059246	AABR07059153.1	ensembl	lincRNA
ENSRNOG00000051878	AABR07059158.1	ensembl	lincRNA
ENSRNOG00000031855	Actr3b	ensembl	protein_coding
ENSRNOG00000061925	AABR07059159.1	ensembl	lincRNA
ENSRNOG00000007493	Xrcc2	ensembl	protein_coding
ENSRNOG00000051942	AABR07059161.1	ensembl	protein_coding
ENSRNOG00000003548	AABR07059162.1	ensembl	protein_coding
ENSRNOG00000047067	LOC100363537	ensembl	pseudogene
ENSRNOG00000050369	Cct8l1	ensembl	protein_coding
ENSRNOG00000047114	Cct8l1	ensembl	protein_coding
ENSRNOG00000061080	Kmt2c	ensembl_havana	protein_coding
ENSRNOG00000008117	Galnt11	ensembl_havana	protein_coding
ENSRNOG00000062209	AABR07059168.2	havana	antisense
ENSRNOG00000053553	AABR07059168.1	ensembl	protein_coding
ENSRNOG00000040301	Galntl5	ensembl_havana	protein_coding
ENSRNOG00000008946	AABR07059171.1	havana	processed_pseudogene
ENSRNOG00000009085	Prkag2	ensembl	protein_coding
ENSRNOG00000050578	Rheb	ensembl	protein_coding
ENSRNOG00000051749	U6	ensembl	snRNA
ENSRNOG00000009226	Crygn	ensembl	protein_coding
ENSRNOG00000025735	Wdr86	ensembl	protein_coding
ENSRNOG00000009282	Nub1	ensembl	protein_coding
ENSRNOG00000025214	AC099360.1	ensembl	processed_pseudogene
ENSRNOG00000010077	Smarcd3	ensembl	protein_coding
ENSRNOG00000010466	Chpf2	ensembl_havana	protein_coding
ENSRNOG00000040346	Mir671	ensembl	miRNA
ENSRNOG00000010609	Abcf2	ensembl_havana	protein_coding
ENSRNOG00000011092	Iqca1l	ensembl_havana	protein_coding
ENSRNOG00000024885	Asb10	ensembl_havana	protein_coding
ENSRNOG00000013369	Gbx1	ensembl	protein_coding
ENSRNOG00000012764	Agap3	ensembl	protein_coding
ENSRNOG00000013383	Tmub1	ensembl	protein_coding
ENSRNOG00000011667	Fastk	ensembl	protein_coding
ENSRNOG00000014347	Slc4a2	ensembl	protein_coding
ENSRNOG00000008017	Cdk5	ensembl	protein_coding
ENSRNOG00000008380	Asic3	ensembl	protein_coding
ENSRNOG00000008557	Abcb8	ensembl	protein_coding
ENSRNOG00000023449	Atg9b	ensembl	protein_coding
