PATHWAY_SORTORDER,BIOCHEMICAL,SUPER_PATHWAY,SUB_PATHWAY,COMP_ID,PLATFORM,CHEMICAL_ID,RI,MASS,CAS,PUBCHEM,CHEMSPIDER,KEGG,HMDB_ID,P_value,qvalues,abs(fold_change),fold_change,getVipVn.caecum_mixture.oplsda.
456,creatinine,Amino Acid,Creatine Metabolism,513,LC/MS Pos Early,275,2055,114.06619,60-27-5,588,568,C00791,HMDB00562,0.373359768,0.781276428,1.985648307,1.985648307,0.27537265
2525,1-(1-enyl-oleoyl)-GPE (P-18:1)*,Lipid,Lysoplasmalogen,44621,LC/MS Pos Late,100005372,1566,464.3136,NA,NA,NA,NA,NA,0.861140044,0.92326884,1.07216922,1.07216922,0.272667249
1520,octadecenedioate (C18:1-DC)*,Lipid,"Fatty Acid, Dicarboxylate",61861,LC/MS Neg,100019978,4875,311.22279,NA,NA,NA,NA,NA,0.469476422,0.822899862,1.479057656,1.479057656,0.267887502
1486,adipate (C6-DC),Lipid,"Fatty Acid, Dicarboxylate",21134,LC/MS Polar,100000863,3000,145.05063,124-04-9,196,191,C06104,HMDB00448,0.952759729,0.92326884,0.988432809,-2.023405113,0.261662123
448,N-monomethylarginine,Amino Acid,Urea cycle; Arginine and Proline Metabolism,43586,LC/MS Pos Early,100004488,2845,189.13461,53308-83-1,132862,117259,C03884,HMDB29416,0.720619864,0.91326652,1.004341534,1.004341534,0.261192426
3869,thymidine 5'-monophosphate,Nucleotide,"Pyrimidine Metabolism, Thymine containing",12023,LC/MS Neg,1248,883,321.04933,33430-62-5,9700,10239189,C00364,HMDB01227,0.945996676,0.92326884,0.914712869,-2.186478475,0.260626009
354,N-acetylvaline,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",1591,LC/MS Neg,1084,1704,158.08226,96-81-1,66789,60154,NA,HMDB11757,0.50545725,0.822899862,1.326459132,1.326459132,0.260277709
3111,12-ketolithocholate,Lipid,Secondary Bile Acid Metabolism,63118,LC/MS Neg,100020859,5130,389.26973,5130-29-0,3080612,2338365,NA,HMDB00328,0.801510806,0.919073751,0.97144369,-2.058791488,0.259551952
1508,3-hydroxydodecanedioate*,Lipid,"Fatty Acid, Dicarboxylate",62915,LC/MS Neg,100001454,2252,245.13944,34574-69-1,16663321,13628081,NA,HMDB00413,0.713578798,0.91326652,1.220566048,1.220566048,0.253856825
417,ornithine,Amino Acid,Urea cycle; Arginine and Proline Metabolism,1493,LC/MS Pos Early,444,2800,133.09716,3184-13-2,6262,6026,C00077,HMDB03374,0.50377833,0.822899862,1.480441293,1.480441293,0.253719904
781,leucylglycine,Peptide,Dipeptide,40045,LC/MS Pos Early,100003185,2778,189.12337,686-50-0,79070,71402,NA,HMDB28929,0.432588794,0.808386673,1.800035302,1.800035302,0.250243535
3983,pterin,Cofactors and Vitamins,Pterin Metabolism,43023,LC/MS Pos Early,100004216,1805,164.05669,22363-60-4,73000,65806,C00715,HMDB00802,0.925904097,0.92326884,0.850740612,-2.350892825,0.250130579
464,N-acetylputrescine,Amino Acid,Polyamine Metabolism,37496,LC/MS Pos Early,192,2230,131.11789,18233-70-0,122356,109095,C02714,HMDB02064,0.906331477,0.92326884,1.001532352,1.001532352,0.248693698
3851,"cytidine 2',3'-cyclic monophosphate",Nucleotide,"Pyrimidine Metabolism, Cytidine containing",37465,LC/MS Neg,73,937,304.03401,15718-51-1,417654,369711,C02354,HMDB11691,0.806545577,0.919106997,1.2538306,1.2538306,0.248533706
485,4-guanidinobutanoate,Amino Acid,Guanidino and Acetamido Metabolism,15681,LC/MS Pos Early,100000096,2320,146.09241,463-003;463-00-3,500,486,C01035,HMDB03464,0.783794006,0.917681733,1.040020747,1.040020747,0.244067735
21,homoserine,Amino Acid,"Glycine, Serine and Threonine Metabolism",18351,LC/MS Polar,100000458,2875.8,118.05096,672-15-1,12647,12126,C00263,HMDB00719,0.589033491,0.864123752,1.118605061,1.118605061,0.24331358
3149,taurocholenate sulfate*,Lipid,Secondary Bile Acid Metabolism,32807,LC/MS Neg,100001990,4750,279.61422,NA,NA,NA,NA,NA,0.758057084,0.913392075,1.45732632,1.45732632,0.240306773
2527,1-(1-enyl-stearoyl)-GPE (P-18:0)*,Lipid,Lysoplasmalogen,39271,LC/MS Pos Late,100003001,1649,466.3292,NA,NA,NA,NA,NA,0.954289973,0.92326884,0.976675869,-2.047762276,0.240096575
3954,delta-tocopherol,Cofactors and Vitamins,Tocopherol Metabolism,33418,LC/MS Pos Late,100001216,2259,402.3492,119-13-1,92094,83144,C14151,HMDB02902,0.943377201,0.92326884,0.940877659,-2.125674875,0.237693568
3853,cytosine,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",573,LC/MS Pos Early,881,2060,112.05054,71-30-7,597,577,C00380,HMDB00630,0.750021085,0.913392075,1.05829058,1.05829058,0.235045666
3855,5-methylcytidine,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",22119,LC/MS Pos Early,100000763,2227,258.10845,2140-61-6,92918,83877,NA,HMDB00982,0.921977176,0.92326884,1.06617155,1.06617155,0.231412606
2540,1-palmitoylglycerol (16:0),Lipid,Monoacylglycerol,21127,LC/MS Neg,100000827,6550,255.23293,542-44-9,14900,14201,NA,HMDB31074,0.877907531,0.92326884,0.905624434,-2.20842098,0.231071048
4061,4-hydroxybenzoate,Xenobiotics,Benzoate Metabolism,21133,LC/MS Neg,100000862,820,137.02441,99-96-7,135,132,C00156,HMDB00500,0.846085904,0.92326884,0.820426265,-2.437757157,0.230707588
421,2-oxoarginine*,Amino Acid,Urea cycle; Arginine and Proline Metabolism,55072,LC/MS Pos Early,100002784,1760,174.08732,663193,558,542,C03771,HMDB04225,0.851712214,0.92326884,0.940819844,-2.125805502,0.230444274
5424,pentose acid*,Partially Characterized Molecules,Partially Characterized Molecules,63264,LC/MS Polar,100021467,2180,165.04046,NA,NA,NA,NA,NA,0.81707784,0.919106997,0.682628986,-2.929849217,0.230121637
461,agmatine,Amino Acid,Polyamine Metabolism,15496,LC/MS Pos Early,100000103,3057,131.12913,2482-00-0,199,194,C00179,HMDB01432,0.369704609,0.781276428,9.255421539,9.255421539,0.229270307
283,2-aminophenol,Amino Acid,Tryptophan Metabolism,38109,LC/MS Pos Early,100002382,2644,110.06004,95-55-6,5801,5596,C01987,NA,0.434117713,0.808386673,1.134429232,1.134429232,0.2245343
435,N-delta-acetylornithine,Amino Acid,Urea cycle; Arginine and Proline Metabolism,43249,LC/MS Neg,100004523,858,173.09316,NA,9920500,8096135,NA,NA,0.376591491,0.781276428,0.7796797,-2.565155921,0.222539852
3826,5-methyluridine (ribothymidine),Nucleotide,"Pyrimidine Metabolism, Uracil containing",35136,LC/MS Neg,100001446,1778.1,257.07791,1463-10-1,445408,393058,NA,HMDB00884,0.978709176,0.932143159,0.865829988,-2.309922304,0.221263944
2621,linoleoyl-linolenoyl-glycerol (18:2/18:3) [2]*,Lipid,Diacylglycerol,54964,LC/MS Pos Late,100010927,2478,632.52486,NA,NA,NA,NA,HMDB07250,0.572158478,0.855544027,0.281494812,-7.104926691,0.219698284
3890,(3'-5')-guanylylcytidine,Nucleotide,Dinucleotide,52746,LC/MS Neg,100009064,1670,587.12567,4785-04-0,107595,96791,NA,NA,0.739982433,0.913392075,1.141400933,1.141400933,0.218082031
4412,indolin-2-one,Xenobiotics,Food Component/Plant,43374,LC/MS Pos Early,100004318,2575,134.06004,59-48-3,321710,284794,C12312,NA,0.83001166,0.92326884,1.03401465,1.03401465,0.217992636
1469,pristanate,Lipid,"Fatty Acid, Branched",38271,LC/MS Neg,477,5773,297.2799,1189-37-3,123929,110458,NA,HMDB00795,0.699525118,0.907954205,0.928147151,-2.154830728,0.217952713
369,"N,N-dimethylvaline",Amino Acid,"Leucine, Isoleucine and Valine Metabolism",63728,LC/MS Pos Early,100021536,2186,146.11756,2812-32-0,11008044,9183230,NA,NA,0.622421051,0.881306827,0.962611753,-2.077680845,0.213312722
434,N-acetylproline,Amino Acid,Urea cycle; Arginine and Proline Metabolism,34387,LC/MS Pos Early,100001334,1695,158.08117,1074-79-9,322640,285677,NA,NA,0.994147134,0.93805448,0.962095523,-2.078795661,0.211938569
1338,myristate (14:0),Lipid,Long Chain Saturated Fatty Acid,1365,LC/MS Neg,519,5440,227.20165,544-63-8,11005,10539,C06424,HMDB00806,0.850895405,0.92326884,0.827865476,-2.415851437,0.210512002
2249,1-palmitoyl-2-linoleoyl-GPI (16:0/18:2),Lipid,Phosphatidylinositol (PI),52450,LC/MS Polar,1528,910,833.51845,NA,NA,21403024,NA,HMDB09784,0.995512333,0.93805448,1.040890632,1.040890632,0.209731565
147,3-hydroxyphenylacetate,Amino Acid,Phenylalanine Metabolism,1413,LC/MS Polar,114,1220,151.04007,621-37-4,12122,5323739,C05593,HMDB00440,0.486644254,0.822899862,0.920951084,-2.171668,0.208306544
144,phenylacetate,Amino Acid,Phenylalanine Metabolism,15958,LC/MS Neg,100000011,2150,135.04515,103-82-2,999,10181341,C07086,HMDB00209,0.676711117,0.90273406,0.829587839,-2.410835724,0.205346389
3972,gamma-tocopherol/beta-tocopherol,Cofactors and Vitamins,Tocopherol Metabolism,52473,LC/MS Pos Late,100008998,2384,416.36427,NA,NA,NA,NA,NA,0.394959502,0.790722581,0.903005754,-2.214825312,0.203179164
363,isobutyrylglycine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",35437,LC/MS Neg,100001590,1420,144.06661,15926-18-8,10855600,9030891,NA,HMDB00730,0.338073403,0.778115102,0.885353737,-2.258984082,0.200804303
1279,citrate,Energy,TCA Cycle,1564,LC/MS Neg,1124,582,191.01973,77-92-9,311,305,C00158,HMDB00094,0.543065856,0.838336459,0.919927765,-2.174083745,0.196078965
2305,2-palmitoyl-GPC (16:0)*,Lipid,Lysophospholipid,35253,LC/MS Neg,100001562,6215,570.34125,NA,15061532,21403165,NA,HMDB61702,0.942558199,0.92326884,0.943476032,-2.119820677,0.195964832
1463,(16 or 17)-methylstearate (a19:0 or i19:0),Lipid,"Fatty Acid, Branched",38296,LC/MS Neg,100002356,5993,297.2799,2724-59-6,3083779,2340933,NA,HMDB37397,0.736974541,0.913392075,0.763021816,-2.621157034,0.192302222
1270,N-acetylglucosaminylasparagine,Carbohydrate,Aminosugar Metabolism,48149,LC/MS Pos Early,1215,1212,336.14015,2776-93-4,123826,21403014,C04540,HMDB00489,0.757790379,0.913392075,0.907265525,-2.204426316,0.191734785
107,"N6,N6-dimethyllysine",Amino Acid,Lysine Metabolism,62862,LC/MS Pos Early,100020417,2831,175.14411,2259-86-1,193344,167778,C05545,HMDB13287,0.692744606,0.905888618,1.230663204,1.230663204,0.190385913
1189,fructose,Carbohydrate,"Fructose, Mannose and Galactose Metabolism",48195,LC/MS Polar,878,2065,225.06159,57-48-7,5984,5764,C00095,HMDB00660,0.814477311,0.919106997,0.805669301,-2.4824081,0.190266834
3084,alpha-muricholate,Lipid,Primary Bile Acid Metabolism,34092,LC/MS Neg,100001280,4765,407.28029,2393-58-0,3083761,2340918,C17647,HMDB00506,0.890548191,0.92326884,1.037756961,1.037756961,0.183746666
1500,azelate (C9-DC),Lipid,"Fatty Acid, Dicarboxylate",18362,LC/MS Neg,2029,1276,187.09758,123-99-9,2266,2179,C08261,HMDB00784,0.541919595,0.838336459,0.845792725,-2.364645546,0.183694198
3900,nicotinamide,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,594,LC/MS Pos Early,432,1942,123.05529,98-92-0,936,911,C00153,HMDB01406,0.462254381,0.822899862,1.132827603,1.132827603,0.183523671
3879,3-aminoisobutyrate,Nucleotide,"Pyrimidine Metabolism, Thymine containing",1566,LC/MS Pos Early,1114,2190,104.07061,10569-72-9;214139-20-5,64956,58481,C05145,HMDB03911,0.707733259,0.910397488,1.201556644,1.201556644,0.182957293
4398,glycitein,Xenobiotics,Food Component/Plant,34024,LC/MS Pos Late,100001222,700,285.07575,40957-83-3,5317750,4476508,C14536,HMDB05781,0.812834887,0.919106997,0.454916554,-4.396410684,0.179410843
556,gamma-glutamyl-epsilon-lysine,Peptide,Gamma-glutamyl Amino Acid,33934,LC/MS Pos Early,100001262,2725,276.1554,17105-15-6,7015685,5378717,NA,HMDB03869,0.755363234,0.913392075,1.387062194,1.387062194,0.176007567
3737,urate,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",1604,LC/MS Neg,1134,757.1,167.02106,69-93-2;120K5305,1175,NA,C00366,HMDB00289,0.498324294,0.822899862,0.859215083,-2.32770588,0.174935066
4130,3-phenylpropionate (hydrocinnamate),Xenobiotics,Benzoate Metabolism,15749,LC/MS Neg,100000010,2860,149.0608,501-52-0,107,10181339,C05629,HMDB00764,0.988118071,0.934965072,1.01944137,1.01944137,0.174698168
4,sarcosine,Amino Acid,"Glycine, Serine and Threonine Metabolism",1516,LC/MS Pos Early,1023,1280,90.05496,107-97-1,1088,1057,C00213,HMDB00271,0.655376794,0.900886863,1.0171125,1.0171125,0.169173952
1975,trimethylamine N-oxide,Lipid,Phospholipid Metabolism,40406,LC/MS Pos Early,100003397,2100,76.07569,1184-78-7,1145,1113,C01104,HMDB00925,0.813064487,0.919106997,1.45332685,1.45332685,0.167928406
4329,chrysoeriol (3'-O-methylluteolin),Xenobiotics,Food Component/Plant,40474,LC/MS Neg,100002959,3870,299.05611,491-71-4,5280666,4444263,C04293,HMDB30667,0.842995765,0.92326884,0.775316214,-2.579592642,0.166891985
3746,adenosine 3'-monophosphate (3'-AMP),Nucleotide,"Purine Metabolism, Adenine containing",35142,LC/MS Neg,100001449,1245,346.0558,84-21-9,41211,10463793,C01367,HMDB03540,0.81436627,0.919106997,0.686615577,-2.912838082,0.160049939
3076,chenodeoxycholate,Lipid,Primary Bile Acid Metabolism,1563,LC/MS Neg,1123,5264,391.28538,474-24-9;474-25-9,10133,NA,C02528,HMDB00518,0.929338518,0.92326884,0.88323018,-2.264415375,0.155207601
2408,1-linoleoyl-GPG (18:2)*,Lipid,Lysophospholipid,54885,LC/MS Neg,100009227,5516,507.27284,NA,NA,NA,NA,NA,0.959237091,0.92326884,0.912497619,-2.191786542,0.154963889
445,N-methylproline,Amino Acid,Urea cycle; Arginine and Proline Metabolism,37431,LC/MS Pos Early,100001956,1335,130.08626,475-11-6,557,541,NA,NA,0.620947731,0.881306827,1.185692263,1.185692263,0.152399339
346,ethylmalonate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",15765,LC/MS Polar,2054,2785,131.03498,601-75-2,11756,11263,NA,HMDB00622,0.754483947,0.913392075,1.020417265,1.020417265,0.150549601
17,N-acetylthreonine,Amino Acid,"Glycine, Serine and Threonine Metabolism",33939,LC/MS Neg,100001274,821.6,160.06153,17093-74-2,152204,3841173,NA,HMDB62557,0.952021474,0.92326884,0.98497428,-2.030509872,0.14580758
1490,3-methyladipate,Lipid,"Fatty Acid, Dicarboxylate",36749,LC/MS Polar,100001765,2865,159.06628,422955,12292,11789,NA,HMDB00555,0.282392782,0.769432033,0.856595629,-2.334823962,0.144233874
1088,lactate,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",527,LC/MS Polar,482,1468.8,89.02442,79-33-4,612,592,C00186,HMDB00190,0.543843133,0.838336459,0.524336426,-3.814344954,0.141155679
1354,palmitoleate (16:1n7),Lipid,Long Chain Monounsaturated Fatty Acid,33447,LC/MS Neg,452,5475,253.2173,373-49-9,445638,393216,C08362,HMDB03229,0.822070002,0.920886996,0.550152593,-3.635355035,0.139415386
3137,7-ketolithocholate,Lipid,Secondary Bile Acid Metabolism,43830,LC/MS Neg,100001069,5082,389.26973,4651-67-6,444262,392247,NA,HMDB00467,0.930513192,0.92326884,0.642928519,-3.110765724,0.138694262
1667,linolenoylcarnitine (C18:3)*,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",57511,LC/MS Pos Late,100015831,1310,422.32649,NA,NA,NA,NA,NA,0.760828246,0.913392075,0.913398055,-2.189625858,0.136786628
473,diacetylspermidine*,Amino Acid,Polyamine Metabolism,62105,LC/MS Pos Early,100020242,2510,230.18631,NA,NA,25944163,NA,NA,0.683180083,0.90273406,0.817196439,-2.447391968,0.135296492
388,cystathionine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",15705,LC/MS Pos Early,310,2270,223.07471,535-34-2,439258,811,C02291,HMDB00099,0.683534601,0.90273406,1.021114851,1.021114851,0.134848543
3821,uridine,Nucleotide,"Pyrimidine Metabolism, Uracil containing",606,LC/MS Neg,535,1457.6,243.06226,58-96-8,6029,5807,C00299,HMDB00296,0.939199289,0.92326884,0.932520662,-2.144724597,0.130926095
3153,glycodeoxycholate 3-sulfate,Lipid,Secondary Bile Acid Metabolism,52975,LC/MS Neg,100006642,4875,263.62819,NA,NA,NA,NA,NA,0.510330063,0.822899862,1.270706055,1.270706055,0.130788777
390,cysteine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",1868,LC/MS Pos Early,800,1475,122.02703,52-90-4;56-89-3,5862,5653,C00097,HMDB00574,0.549965637,0.842196861,1.047532185,1.047532185,0.129900626
4018,carotene diol (2),Cofactors and Vitamins,Vitamin A Metabolism,57636,LC/MS Pos Late,100015967,1904,568.42793,NA,NA,NA,NA,NA,0.879855702,0.92326884,0.965803842,-2.070813878,0.129164353
3950,alpha-tocopherol,Cofactors and Vitamins,Tocopherol Metabolism,1561,LC/MS Pos Late,1105,2522,430.37818,59-02-9;10191-41-0,14985,14265,C02477,HMDB01893,0.662845968,0.90273406,0.939402939,-2.129011861,0.128298107
3883,(3'-5')-adenylyluridine,Nucleotide,Dinucleotide,52740,LC/MS Neg,100009060,2002,572.11478,3051-84-1,112074,100483,NA,NA,0.964828704,0.923661707,0.988424325,-2.023422482,0.120785471
1615,N-palmitoylglycine,Lipid,Fatty Acid Metabolism (Acyl Glycine),42092,LC/MS Neg,100003686,5580,312.25441,2441-41-0,151008,133100,NA,HMDB13034,0.946152455,0.92326884,0.987819527,-2.024661332,0.119112511
3156,ursodeoxycholate sulfate (1),Lipid,Secondary Bile Acid Metabolism,52970,LC/MS Neg,100009261,4328,235.11746,NA,NA,NA,NA,NA,0.50747078,0.822899862,1.658939079,1.658939079,0.114269872
45,N-acetylglutamate,Amino Acid,Glutamate Metabolism,15720,LC/MS Pos Early,100000282,1050,190.071,1430871,70914,1266066,C00624,HMDB01138,0.42266425,0.808386673,0.810142705,-2.468700868,0.112659658
330,N-acetylisoleucine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",33967,LC/MS Neg,100001276,2325,172.09791,3077-46-1,2802421,2081100,NA,HMDB61684,0.926362861,0.92326884,1.097957705,1.097957705,0.111213769
4416,isopimaric acid,Xenobiotics,Food Component/Plant,31557,LC/MS Neg,100001120,5517,301.2173,5835-26-7,442048,390596,C09118,HMDB36811,0.794696345,0.917681733,0.926161091,-2.159451546,0.110238763
331,N-butyryl-isoleucine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",63416,LC/MS Neg,100021475,3425,200.12921,NA,NA,16412598,NA,NA,0.767636697,0.914747052,1.262799989,1.262799989,0.10101155
446,"N,N,N-trimethyl-alanylproline betaine (TMAP)",Amino Acid,Urea cycle; Arginine and Proline Metabolism,62947,LC/MS Pos Early,100020217,2470,229.15467,NA,NA,NA,NA,NA,0.879362095,0.92326884,0.745838992,-2.681543901,0.099450107
10,N-acetylserine,Amino Acid,"Glycine, Serine and Threonine Metabolism",37076,LC/MS Pos Early,100001851,800,148.06044,97-14-3,65249,58744,NA,HMDB02931,0.946499529,0.92326884,1.018312532,1.018312532,0.098757036
3884,(3'-5')-adenylyladenosine*,Nucleotide,Dinucleotide,62396,LC/MS Neg,100020723,2173,595.14199,NA,94231,85040,NA,NA,0.857575835,0.92326884,0.96481665,-2.072932717,0.096767986
3159,ursocholate,Lipid,Secondary Bile Acid Metabolism,57573,LC/MS Neg,100002913,4648,407.28029,2955-27-3,NA,NA,NA,NA,0.798863713,0.919073751,1.005609044,1.005609044,0.094752047
801,lysylleucine,Peptide,Dipeptide,40020,LC/MS Pos Early,100003196,3370,260.19687,7369-79-1,4682588,3870665,NA,HMDB28955,0.548813426,0.842196861,2.330834394,2.330834394,0.093984164
3958,gamma-CEHC,Cofactors and Vitamins,Tocopherol Metabolism,44876,LC/MS Neg,100002094,3843,263.12888,178167-75-4,133098,117455,NA,HMDB01931,0.664761772,0.90273406,1.222776683,1.222776683,0.093251206
4655,tartronate (hydroxymalonate),Xenobiotics,Food Component/Plant,20693,LC/MS Neg,100000840,610,118.99859,80-69-3,45,44,C02287,HMDB35227,0.535472174,0.837867848,1.070922493,1.070922493,0.092976171
123,6-oxopiperidine-2-carboxylate,Amino Acid,Lysine Metabolism,43231,LC/MS Neg,100004499,965,142.05096,34622-39-4,3014237,2282737,NA,HMDB61705,0.357012612,0.781276428,0.765032836,-2.614266874,0.090890489
246,anthranilate,Amino Acid,Tryptophan Metabolism,57746,LC/MS Pos Early,1258,2606,120.0444,118-92-3,227,222,C00108,HMDB01123,0.952619451,0.92326884,1.034163182,1.034163182,0.087636305
3138,hyocholate,Lipid,Secondary Bile Acid Metabolism,34093,LC/MS Neg,100001279,5046,407.28029,547-75-1,92805,21403098,C17649,HMDB00760,0.808957045,0.919106997,1.066958969,1.066958969,0.086670799
3804,2'-deoxyguanosine,Nucleotide,"Purine Metabolism, Guanine containing",1411,LC/MS Neg,348,1700,266.08948,961-07-9,187790,163230,C00330,HMDB00085,0.581073443,0.86273088,1.242832551,1.242832551,0.085901268
1391,linoleate (18:2n6),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),1105,LC/MS Neg,180,5535,279.23295,60-33-3,5280450,4444105,C01595,HMDB00673,0.666187402,0.90273406,0.868218503,-2.303567585,0.083854222
3727,inosine,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",1123,LC/MS Pos Early,361,1269,269.08805,58-63-9,6021,21241953,C00294,HMDB00195,0.999482369,0.938091301,0.904581688,-2.210966711,0.08167695
4356,deoxymugineic acid,Xenobiotics,Food Component/Plant,57394,LC/MS Pos Early,100001816,1036,305.13433,74235-24-8,NA,32816053,NA,NA,0.540500056,0.838336459,0.772863772,-2.587778175,0.081254733
1643,margaroylcarnitine (C17)*,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",57512,LC/MS Pos Late,100004054,1424,414.35779,106182-29-0,NA,35015987,NA,HMDB06210,0.756257537,0.913392075,1.025851628,1.025851628,0.080486695
3124,isoursodeoxycholate sulfate (1),Lipid,Secondary Bile Acid Metabolism,63602,LC/MS Neg,100021647,4082,235.11746,NA,NA,NA,NA,NA,0.603342621,0.872287767,1.359804291,1.359804291,0.079610983
1660,palmitoleoylcarnitine (C16:1)*,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",53223,LC/MS Pos Late,100009406,1357,398.32649,NA,71464547,28639183,NA,NA,0.726937408,0.913392075,1.150319801,1.150319801,0.078934592
4062,3-hydroxybenzoate,Xenobiotics,Benzoate Metabolism,15673,LC/MS Neg,100000013,1141,137.02442,99-06-9,7420,7142,C00587,HMDB02466,0.926422877,0.92326884,0.843939095,-2.36983926,0.078033424
1254,N-acetylglucosamine 6-sulfate,Carbohydrate,Aminosugar Metabolism,21365,LC/MS Polar,100000700,1777,300.03947,10357-00-3,193456,3615280,C04132,HMDB00841,0.747167672,0.913392075,1.15770781,1.15770781,0.077717586
1351,myristoleate (14:1n5),Lipid,Long Chain Monounsaturated Fatty Acid,32418,LC/MS Neg,100001198,5346.9,225.186,544-64-9,5281119,4444564,C08322,HMDB02000,0.795068514,0.917681733,0.47419678,-4.217658334,0.076756838
2367,1-oleoyl-GPE (18:1),Lipid,Lysophospholipid,35628,LC/MS Pos Late,100001569,1554,480.30847,89576-29-4,9547071,7826021,NA,HMDB11506,0.858932251,0.92326884,1.039545,1.039545,0.07465388
1110,ribitol,Carbohydrate,Pentose Metabolism,15772,LC/MS Polar,100000406,1789.6,151.06119,488-81-3,6912,10254628,C00474,HMDB00508,0.911242917,0.92326884,0.927501478,-2.156330796,0.073343247
1794,"2,4-dihydroxybutyrate",Lipid,"Fatty Acid, Dihydroxy",62951,LC/MS Polar,100002285,1793,119.03498,1518-62-3,192742,167259,NA,HMDB00360,0.941898433,0.92326884,0.971071866,-2.0595798,0.072850876
478,"N1,N12-diacetylspermine",Amino Acid,Polyamine Metabolism,52987,LC/MS Pos Early,100002132,3105,287.24416,61345-83-3,132680,117134,C03413,HMDB02172,0.842978341,0.92326884,1.368724719,1.368724719,0.066298269
3152,3b-hydroxy-5-cholenoic acid,Lipid,Secondary Bile Acid Metabolism,43507,LC/MS Neg,100004182,5205,373.27482,5255-17-4,92997,83950,NA,HMDB00308,0.965590296,0.923661707,1.021403449,1.021403449,0.065024783
2366,2-stearoyl-GPE (18:0)*,Lipid,Lysophospholipid,41220,LC/MS Neg,100003901,6350,480.30956,NA,NA,24769218,NA,HMDB11129,0.915750231,0.92326884,0.940015526,-2.127624433,0.063617665
855,prolylglycine,Peptide,Dipeptide,40703,LC/MS Pos Early,100003674,2136,173.09207,2578-57-6,6426709,4932143,NA,HMDB11178,0.775770123,0.917681733,1.06669798,1.06669798,0.060487429
2412,1-stearoyl-GPI (18:0),Lipid,Lysophospholipid,19324,LC/MS Neg,100000656,5794,599.32018,796963-93-4,NA,21403067,NA,HMDB61696,0.792495575,0.917681733,0.82540334,-2.423057799,0.059166571
5325,4-acetamidobenzoate,Xenobiotics,Chemical,57585,LC/MS Neg,100009413,1403,178.05096,556-08-1,19266,18177,D03836,NA,0.864270537,0.92326884,1.069392891,1.069392891,0.056905867
85,1-methyl-4-imidazoleacetate,Amino Acid,Histidine Metabolism,32350,LC/MS Pos Early,100001208,2064,141.06586,2625-49-2,75810,68319,C05828,HMDB02820,0.691157964,0.905888618,0.834340669,-2.397102377,0.056507435
1385,heneicosapentaenoate (21:5n3),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),57658,LC/MS Neg,100015797,5514,315.23295,24257-10-1,11998573,10171040,NA,NA,0.938790334,0.92326884,0.841119068,-2.377784639,0.055492793
1109,ribose,Carbohydrate,Pentose Metabolism,1471,LC/MS Polar,914,1508.2,195.05103,50-69-1,5779,4470639,C00121,HMDB00283,0.908531087,0.92326884,1.024805381,1.024805381,0.053499426
1240,fucose,Carbohydrate,Aminosugar Metabolism,15587,LC/MS Polar,918,1626.4,209.0667,2438-80-4,19466,2299091,C01018,HMDB00174,0.965209978,0.923661707,0.843823949,-2.37016264,0.052609993
3085,tauro-alpha-muricholate,Lipid,Primary Bile Acid Metabolism,42605,LC/MS Neg,100004064,4745,514.28439,NA,NA,NA,NA,NA,0.682052739,0.90273406,2.187426119,2.187426119,0.051381696
413,arginine,Amino Acid,Urea cycle; Arginine and Proline Metabolism,1638,LC/MS Pos Early,231,2825,175.11896,1119-34-2,232,227,C00062,HMDB00517,0.821176134,0.920886996,1.278828466,1.278828466,0.050190822
395,cysteine s-sulfate,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",22176,LC/MS Polar,100000808,2273,199.96928,1637-71-4,115015,102939,C05824,HMDB00731,0.897261742,0.92326884,0.982956172,-2.034678715,0.045807451
1356,10-heptadecenoate (17:1n7),Lipid,Long Chain Monounsaturated Fatty Acid,33971,LC/MS Neg,100001278,5555,267.23295,29743-97-3,5312435,4471860,NA,HMDB60038,0.651695813,0.899367772,0.610964706,-3.273511517,0.045246496
420,norvaline,Amino Acid,Urea cycle; Arginine and Proline Metabolism,37426,LC/MS Pos Early,100002082,2582,118.08626,760-78-1,824,801,C01826,HMDB13716,0.563321822,0.853293734,1.283506128,1.283506128,0.042341034
