category,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,term,ontology,padjust
GO:0002859,1,0.989134498,0,1,negative regulation of natural killer cell mediated cytotoxicity directed against tumor cell target,BP,1
GO:0002860,1,0.988662931,0,1,positive regulation of natural killer cell mediated cytotoxicity directed against tumor cell target,BP,1
GO:0002861,1,0.816716785,0,18,regulation of inflammatory response to antigenic stimulus,BP,1
GO:0002862,1,0.902913412,0,9,negative regulation of inflammatory response to antigenic stimulus,BP,1
GO:0002863,1,0.904609144,0,9,positive regulation of inflammatory response to antigenic stimulus,BP,1
GO:0002864,1,0.884196725,0,11,regulation of acute inflammatory response to antigenic stimulus,BP,1
GO:0002865,1,0.955410664,0,4,negative regulation of acute inflammatory response to antigenic stimulus,BP,1
GO:0002866,1,0.925488643,0,7,positive regulation of acute inflammatory response to antigenic stimulus,BP,1
GO:0002870,1,0.944993286,0,5,T cell anergy,BP,1
GO:0002883,1,0.91498995,0,8,regulation of hypersensitivity,BP,1
GO:0002884,1,0.977453324,0,2,negative regulation of hypersensitivity,BP,1
GO:0002885,1,0.936107077,0,6,positive regulation of hypersensitivity,BP,1
GO:0002886,1,0.63616214,0,41,regulation of myeloid leukocyte mediated immunity,BP,1
GO:0002887,1,0.933935471,0,6,negative regulation of myeloid leukocyte mediated immunity,BP,1
GO:0002888,1,0.745333236,0,27,positive regulation of myeloid leukocyte mediated immunity,BP,1
GO:0002890,1,0.913186861,0,8,negative regulation of immunoglobulin mediated immune response,BP,1
GO:0002892,1,0.936107077,0,6,regulation of type II hypersensitivity,BP,1
GO:0002894,1,0.936107077,0,6,positive regulation of type II hypersensitivity,BP,1
GO:0002904,1,0.966370544,0,3,positive regulation of B cell apoptotic process,BP,1
GO:0002911,1,0.944993286,0,5,regulation of lymphocyte anergy,BP,1
GO:0002912,1,0.988662709,0,1,negative regulation of lymphocyte anergy,BP,1
GO:0002913,1,0.977885666,0,2,positive regulation of lymphocyte anergy,BP,1
GO:0002920,1,0.760497301,0,25,regulation of humoral immune response,BP,1
GO:0002921,1,0.895927506,0,10,negative regulation of humoral immune response,BP,1
GO:0002922,1,0.90702623,0,9,positive regulation of humoral immune response,BP,1
GO:0002923,1,0.915126828,0,8,regulation of humoral immune response mediated by circulating immunoglobulin,BP,1
GO:0002924,1,0.955412784,0,4,negative regulation of humoral immune response mediated by circulating immunoglobulin,BP,1
GO:0002925,1,0.957849036,0,4,positive regulation of humoral immune response mediated by circulating immunoglobulin,BP,1
GO:0002926,1,0.988662931,0,1,tRNA wobble base 5-methoxycarbonylmethyl-2-thiouridinylation,BP,1
GO:0002933,1,0.966369908,0,3,lipid hydroxylation,BP,1
GO:0002934,1,0.913618337,0,8,desmosome organization,BP,1
GO:0002939,1,0.988662962,0,1,tRNA N1-guanine methylation,BP,1
GO:0002940,1,0.97746471,0,2,tRNA N2-guanine methylation,BP,1
GO:0002943,1,0.955411123,0,4,tRNA dihydrouridine synthesis,BP,1
GO:0002946,1,0.977453359,0,2,tRNA C5-cytosine methylation,BP,1
GO:0002949,1,0.977453292,0,2,tRNA threonylcarbamoyladenosine modification,BP,1
GO:0003009,1,0.796118764,0,21,skeletal muscle contraction,BP,1
GO:0003010,1,0.98200386,0,2,voluntary skeletal muscle contraction,BP,1
GO:0003011,1,0.988662885,0,1,involuntary skeletal muscle contraction,BP,1
GO:0003012,1,0.088755497,0,221,muscle system process,BP,1
GO:0003015,1,0.304900127,0,108,heart process,BP,1
GO:0003016,1,0.837976519,0,16,respiratory system process,BP,1
GO:0003017,1,0.988662931,0,1,lymph circulation,BP,1
GO:0003025,1,0.9730784,0,3,regulation of systemic arterial blood pressure by baroreceptor feedback,BP,1
GO:0003032,1,0.956840634,0,4,detection of oxygen,BP,1
GO:0003050,1,0.988662931,0,1,regulation of systemic arterial blood pressure by atrial natriuretic peptide,BP,1
GO:0003051,1,0.977453374,0,2,angiotensin-mediated drinking behavior,BP,1
GO:0003056,1,0.928134131,0,7,regulation of vascular smooth muscle contraction,BP,1
GO:0003057,1,0.956431351,0,4,regulation of the force of heart contraction by chemical signal,BP,1
GO:0003062,1,0.966369606,0,3,regulation of heart rate by chemical signal,BP,1
GO:0003065,1,0.988662919,0,1,positive regulation of heart rate by epinephrine,BP,1
GO:0003068,1,0.988662931,0,1,regulation of systemic arterial blood pressure by acetylcholine,BP,1
GO:0003069,1,0.988662931,0,1,acetylcholine-mediated vasodilation involved in regulation of systemic arterial blood pressure,BP,1
GO:0003070,1,0.988662931,0,1,regulation of systemic arterial blood pressure by neurotransmitter,BP,1
GO:0003072,1,0.955410961,0,4,renal control of peripheral vascular resistance involved in regulation of systemic arterial blood pressure,BP,1
GO:0003083,1,0.988662463,0,1,negative regulation of renal output by angiotensin,BP,1
GO:0003093,1,0.925804712,0,7,regulation of glomerular filtration,BP,1
GO:0003094,1,0.843925513,0,16,glomerular filtration,BP,1
GO:0003096,1,0.966381948,0,3,renal sodium ion transport,BP,1
GO:0003097,1,0.966397546,0,3,renal water transport,BP,1
GO:0003099,1,0.988676804,0,1,positive regulation of the force of heart contraction by chemical signal,BP,1
GO:0003100,1,0.967441311,0,3,regulation of systemic arterial blood pressure by endothelin,BP,1
GO:0003104,1,0.977687492,0,2,positive regulation of glomerular filtration,BP,1
GO:0003105,1,0.968575139,0,3,negative regulation of glomerular filtration,BP,1
GO:0003106,1,0.988662463,0,1,negative regulation of glomerular filtration by angiotensin,BP,1
GO:0003108,1,0.988662931,0,1,negative regulation of the force of heart contraction by chemical signal,BP,1
GO:0003116,1,0.988662931,0,1,regulation of vasoconstriction by norepinephrine,BP,1
GO:0003117,1,0.988662931,0,1,regulation of vasoconstriction by circulating norepinephrine,BP,1
GO:0003127,1,0.988662931,0,1,detection of nodal flow,BP,1
GO:0003128,1,0.960210426,0,5,heart field specification,BP,1
GO:0003129,1,0.983219931,0,2,heart induction,BP,1
GO:0003130,1,0.988662842,0,1,BMP signaling pathway involved in heart induction,BP,1
GO:0003133,1,0.988662842,0,1,endodermal-mesodermal cell signaling,BP,1
GO:0003134,1,0.988662842,0,1,endodermal-mesodermal cell signaling involved in heart induction,BP,1
GO:0003137,1,0.994495178,0,1,Notch signaling pathway involved in heart induction,BP,1
GO:0003138,1,0.988662931,0,1,primary heart field specification,BP,1
GO:0003139,1,0.965526979,0,4,secondary heart field specification,BP,1
GO:0003140,1,0.966374355,0,3,determination of left/right asymmetry in lateral mesoderm,BP,1
GO:0003142,1,0.988665047,0,1,cardiogenic plate morphogenesis,BP,1
GO:0003148,1,0.831450165,0,18,outflow tract septum morphogenesis,BP,1
GO:0003149,1,0.936811514,0,6,membranous septum morphogenesis,BP,1
GO:0003150,1,0.979947051,0,2,muscular septum morphogenesis,BP,1
GO:0003157,1,0.881987058,0,12,endocardium development,BP,1
GO:0003159,1,0.86795003,0,13,morphogenesis of an endothelium,BP,1
GO:0003160,1,0.952606121,0,5,endocardium morphogenesis,BP,1
GO:0003161,1,0.910981276,0,9,cardiac conduction system development,BP,1
GO:0003162,1,0.986152079,0,2,atrioventricular node development,BP,1
GO:0003163,1,0.977454085,0,2,sinoatrial node development,BP,1
GO:0003164,1,0.966369996,0,3,His-Purkinje system development,BP,1
GO:0003165,1,0.988662931,0,1,Purkinje myocyte development,BP,1
GO:0003166,1,0.977453463,0,2,bundle of His development,BP,1
GO:0003167,1,0.988663335,0,1,atrioventricular bundle cell differentiation,BP,1
GO:0003170,1,0.660672423,0,41,heart valve development,BP,1
GO:0003171,1,0.837201358,0,17,atrioventricular valve development,BP,1
GO:0003172,1,0.988662931,0,1,sinoatrial valve development,BP,1
GO:0003174,1,0.92554997,0,8,mitral valve development,BP,1
GO:0003175,1,0.9562322,0,4,tricuspid valve development,BP,1
GO:0003176,1,0.841473725,0,17,aortic valve development,BP,1
GO:0003177,1,0.883863387,0,13,pulmonary valve development,BP,1
GO:0003178,1,0.994713354,0,1,coronary sinus valve development,BP,1
GO:0003179,1,0.719860734,0,33,heart valve morphogenesis,BP,1
GO:0003180,1,0.879151539,0,13,aortic valve morphogenesis,BP,1
GO:0003181,1,0.837201358,0,17,atrioventricular valve morphogenesis,BP,1
GO:0003182,1,0.994713354,0,1,coronary sinus valve morphogenesis,BP,1
GO:0003183,1,0.92554997,0,8,mitral valve morphogenesis,BP,1
GO:0003184,1,0.923423349,0,9,pulmonary valve morphogenesis,BP,1
GO:0003185,1,0.988662931,0,1,sinoatrial valve morphogenesis,BP,1
GO:0003186,1,0.9562322,0,4,tricuspid valve morphogenesis,BP,1
GO:0003188,1,0.925069263,0,8,heart valve formation,BP,1
GO:0003190,1,0.957273574,0,5,atrioventricular valve formation,BP,1
GO:0003192,1,0.979007967,0,3,mitral valve formation,BP,1
GO:0003195,1,0.988662931,0,1,tricuspid valve formation,BP,1
GO:0003197,1,0.719209459,0,32,endocardial cushion development,BP,1
GO:0003198,1,0.892898944,0,11,epithelial to mesenchymal transition involved in endocardial cushion formation,BP,1
GO:0003199,1,0.977453332,0,2,endocardial cushion to mesenchymal transition involved in heart valve formation,BP,1
GO:0003203,1,0.79977274,0,22,endocardial cushion morphogenesis,BP,1
GO:0003207,1,0.972284425,0,3,cardiac chamber formation,BP,1
GO:0003208,1,0.670025324,0,39,cardiac ventricle morphogenesis,BP,1
GO:0003209,1,0.839991276,0,17,cardiac atrium morphogenesis,BP,1
GO:0003211,1,0.972284425,0,3,cardiac ventricle formation,BP,1
GO:0003213,1,0.985757973,0,2,cardiac right atrium morphogenesis,BP,1
GO:0003214,1,0.929996534,0,7,cardiac left ventricle morphogenesis,BP,1
GO:0003215,1,0.918772612,0,9,cardiac right ventricle morphogenesis,BP,1
GO:0003219,1,0.983435181,0,2,cardiac right ventricle formation,BP,1
GO:0003220,1,0.988662926,0,1,left ventricular cardiac muscle tissue morphogenesis,BP,1
GO:0003221,1,0.994865956,0,1,right ventricular cardiac muscle tissue morphogenesis,BP,1
GO:0003222,1,0.890334282,0,12,ventricular trabecula myocardium morphogenesis,BP,1
GO:0003223,1,0.952384019,0,6,ventricular compact myocardium morphogenesis,BP,1
GO:0003226,1,0.994865956,0,1,right ventricular compact myocardium morphogenesis,BP,1
GO:0003228,1,0.956582441,0,4,atrial cardiac muscle tissue development,BP,1
GO:0003229,1,0.700888966,0,35,ventricular cardiac muscle tissue development,BP,1
GO:0003230,1,0.802557892,0,21,cardiac atrium development,BP,1
GO:0003241,1,0.961299275,0,4,growth involved in heart morphogenesis,BP,1
GO:0003243,1,0.98868351,0,1,circumferential growth involved in left ventricle morphogenesis,BP,1
GO:0003245,1,0.977473314,0,2,cardiac muscle tissue growth involved in heart morphogenesis,BP,1
GO:0003247,1,0.988662916,0,1,post-embryonic cardiac muscle cell growth involved in heart morphogenesis,BP,1
GO:0003249,1,0.972885611,0,3,cell proliferation involved in heart valve morphogenesis,BP,1
GO:0003250,1,0.972885611,0,3,regulation of cell proliferation involved in heart valve morphogenesis,BP,1
GO:0003251,1,0.988662926,0,1,positive regulation of cell proliferation involved in heart valve morphogenesis,BP,1
GO:0003252,1,0.984043212,0,2,negative regulation of cell proliferation involved in heart valve morphogenesis,BP,1
GO:0003253,1,0.968293454,0,3,cardiac neural crest cell migration involved in outflow tract morphogenesis,BP,1
GO:0003254,1,0.742280069,0,27,regulation of membrane depolarization,BP,1
GO:0003256,1,0.974555275,0,3,regulation of transcription from RNA polymerase II promoter involved in myocardial precursor cell differentiation,BP,1
GO:0003257,1,0.989847689,0,1,positive regulation of transcription from RNA polymerase II promoter involved in myocardial precursor cell differentiation,BP,1
GO:0003270,1,0.994713354,0,1,Notch signaling pathway involved in regulation of secondary heart field cardioblast proliferation,BP,1
GO:0003271,1,0.98867343,0,1,smoothened signaling pathway involved in regulation of secondary heart field cardioblast proliferation,BP,1
GO:0003272,1,0.855061209,0,16,endocardial cushion formation,BP,1
GO:0003273,1,0.967907008,0,4,cell migration involved in endocardial cushion formation,BP,1
GO:0003274,1,0.966459284,0,3,endocardial cushion fusion,BP,1
GO:0003275,1,0.988754356,0,1,apoptotic process involved in outflow tract morphogenesis,BP,1
GO:0003278,1,0.966458738,0,3,apoptotic process involved in heart morphogenesis,BP,1
GO:0003283,1,0.877545862,0,12,atrial septum development,BP,1
GO:0003284,1,0.955841639,0,4,septum primum development,BP,1
GO:0003285,1,0.977803316,0,2,septum secundum development,BP,1
GO:0003289,1,0.955841639,0,4,atrial septum primum morphogenesis,BP,1
GO:0003290,1,0.977803316,0,2,atrial septum secundum morphogenesis,BP,1
GO:0003292,1,0.991393591,0,1,cardiac septum cell differentiation,BP,1
GO:0003294,1,0.988882047,0,1,atrial ventricular junction remodeling,BP,1
GO:0003298,1,0.721178839,0,31,physiological muscle hypertrophy,BP,1
GO:0003299,1,0.835061158,0,17,muscle hypertrophy in response to stress,BP,1
GO:0003300,1,0.458250245,0,73,cardiac muscle hypertrophy,BP,1
GO:0003301,1,0.721178839,0,31,physiological cardiac muscle hypertrophy,BP,1
GO:0003306,1,0.947886907,0,5,Wnt signaling pathway involved in heart development,BP,1
GO:0003307,1,0.958756902,0,4,regulation of Wnt signaling pathway involved in heart development,BP,1
GO:0003308,1,0.968654146,0,3,negative regulation of Wnt signaling pathway involved in heart development,BP,1
GO:0003311,1,0.988831442,0,1,pancreatic D cell differentiation,BP,1
GO:0003321,1,0.966383169,0,3,positive regulation of blood pressure by epinephrine-norepinephrine,BP,1
GO:0003330,1,0.939677287,0,6,regulation of extracellular matrix constituent secretion,BP,1
GO:0003331,1,0.977453333,0,2,positive regulation of extracellular matrix constituent secretion,BP,1
GO:0003332,1,0.9613595,0,4,negative regulation of extracellular matrix constituent secretion,BP,1
GO:0003333,1,0.604644761,0,45,amino acid transmembrane transport,BP,1
GO:0003334,1,0.928670069,0,7,keratinocyte development,BP,1
GO:0003335,1,0.988663033,0,1,corneocyte development,BP,1
GO:0003337,1,0.967280422,0,3,mesenchymal to epithelial transition involved in metanephros morphogenesis,BP,1
GO:0003339,1,0.978369747,0,2,regulation of mesenchymal to epithelial transition involved in metanephros morphogenesis,BP,1
GO:0003340,1,0.978369747,0,2,negative regulation of mesenchymal to epithelial transition involved in metanephros morphogenesis,BP,1
GO:0003341,1,0.838806488,0,16,cilium movement,BP,1
GO:0003342,1,0.988699351,0,1,proepicardium development,BP,1
GO:0003343,1,0.988699351,0,1,septum transversum development,BP,1
GO:0003344,1,0.93536104,0,7,pericardium morphogenesis,BP,1
GO:0003345,1,0.988738755,0,1,proepicardium cell migration involved in pericardium morphogenesis,BP,1
GO:0003348,1,0.929215609,0,7,cardiac endothelial cell differentiation,BP,1
GO:0003350,1,0.990631058,0,1,pulmonary myocardium development,BP,1
GO:0003351,1,0.918086438,0,8,epithelial cilium movement,BP,1
GO:0003352,1,0.934758816,0,6,regulation of cilium movement,BP,1
GO:0003356,1,0.945482597,0,5,regulation of cilium beat frequency,BP,1
GO:0003357,1,0.988662898,0,1,noradrenergic neuron differentiation,BP,1
GO:0003358,1,0.988662898,0,1,noradrenergic neuron development,BP,1
GO:0003359,1,0.988662898,0,1,noradrenergic neuron fate commitment,BP,1
GO:0003360,1,0.945005754,0,5,brainstem development,BP,1
GO:0003363,1,0.989224764,0,1,lamellipodium assembly involved in ameboidal cell migration,BP,1
GO:0003365,1,0.978671705,0,2,establishment of cell polarity involved in ameboidal cell migration,BP,1
GO:0003366,1,0.988698193,0,1,cell-matrix adhesion involved in ameboidal cell migration,BP,1
GO:0003373,1,0.955917579,0,4,dynamin family protein polymerization involved in membrane fission,BP,1
