PATHWAY_SORTORDER,BIOCHEMICAL,SUPER_PATHWAY,SUB_PATHWAY,COMP_ID,PLATFORM,CHEMICAL_ID,RI,MASS,CAS,PUBCHEM,CHEMSPIDER,KEGG,HMDB_ID,P_value,qvalues,abs(fold_change),fold_change,getVipVn.serum_mixture.oplsda.
305,isovalerylcarnitine (C5),Amino Acid,"Leucine, Isoleucine and Valine Metabolism",34407,LC/MS Pos Early,100001393,3085,246.16999,31023-24-2,6426851,4932271,NA,HMDB00688,0.709892378,0.556145584,0.935347663,-2.138242366,0.298783169
2806,"sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*",Lipid,Sphingomyelins,57478,LC/MS Pos Late,100015792,3500,829.71571,NA,NA,24846885,NA,NA,0.62356482,0.523777143,0.90703892,-2.204977048,0.297383691
1386,docosapentaenoate (n3 DPA; 22:5n3),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),32504,LC/MS Neg,100001181,5571,329.2486,2234-74-4,6441454,NA,C16513,HMDB06528,0.726459086,0.562656992,0.949998344,-2.105266828,0.288225088
550,gamma-glutamylglutamine,Peptide,Gamma-glutamyl Amino Acid,2730,LC/MS Pos Early,1140,1430,276.11902,10148-81-9,150914,133013,C05283,HMDB11738,0.692916895,0.554687224,0.954418621,-2.095516532,0.280273738
2365,1-stearoyl-GPE (18:0),Lipid,Lysophospholipid,42398,LC/MS Pos Late,100001461,1626,482.32412,69747-55-3,9547068,7826018,NA,HMDB11130,0.654895597,0.538835763,0.974619392,-2.052083116,0.279913351
17,N-acetylthreonine,Amino Acid,"Glycine, Serine and Threonine Metabolism",33939,LC/MS Neg,100001274,821.6,160.06153,17093-74-2,152204,3841173,NA,HMDB62557,0.63608926,0.532422597,0.947527286,-2.110757157,0.279588211
402,cysteine sulfinic acid,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",37443,LC/MS Pos Early,100002113,597,154.01686,207121-48-0,109,107,C00606,HMDB00996,0.665614413,0.540080708,0.956150092,-2.091721809,0.27952607
1331,(2 or 3)-decenoate (10:1n7 or n8),Lipid,Medium Chain Fatty Acid,63436,LC/MS Neg,100021502,4990,169.1234,NA,NA,NA,NA,NA,0.718673074,0.558439687,1.022661889,1.022661889,0.279291013
1364,10-nonadecenoate (19:1n9),Lipid,Long Chain Monounsaturated Fatty Acid,33972,LC/MS Neg,100001277,5780,295.26425,73033-09-7,5312513,4471938,NA,HMDB13622,0.711464913,0.556463809,0.94213567,-2.122836513,0.27928935
5134,S-carboxymethyl-L-cysteine,Xenobiotics,Drug - Other,47897,LC/MS Pos Early,100002324,1490,180.03251,638-23-3,1080,1050,C03727,HMDB29415,0.70981474,0.556145584,0.923107698,-2.166594433,0.274720638
2313,1-stearoyl-GPC (18:0),Lipid,Lysophospholipid,33961,LC/MS Pos Late,100001271,1606,524.37107,19420-57-6,497299,435389,NA,HMDB10384,0.770770725,0.580944673,1.014250183,1.014250183,0.271369883
425,proline,Amino Acid,Urea cycle; Arginine and Proline Metabolism,1898,LC/MS Pos Early,480,1603,116.07061,147-85-3,145742,128566,C00148,HMDB00162,0.647743738,0.536403255,0.979182991,-2.04251914,0.270415832
2223,1-stearoyl-2-arachidonoyl-GPS (18:0/20:4),Lipid,Phosphatidylserine (PS),52235,LC/MS Pos Late,100001872,2565,812.54361,NA,NA,NA,NA,HMDB12383,0.713787028,0.557051903,1.024911446,1.024911446,0.266176262
4037,hippurate,Xenobiotics,Benzoate Metabolism,15753,LC/MS Neg,100000014,2106.9,178.05096,495-69-2,464,451,C01586,HMDB00714,0.737722693,0.568952594,0.967331358,-2.067543851,0.2644977
1872,12-HEPE,Lipid,Eicosanoid,46293,LC/MS Neg,100002165,5265,317.21221,81187-21-5,10041593,8217157,NA,HMDB10202,0.747629833,0.571630385,0.974405438,-2.052533701,0.262430395
433,N-acetylcitrulline,Amino Acid,Urea cycle; Arginine and Proline Metabolism,48434,LC/MS Neg,100001577,940,216.09898,33965-42-3,656979,571213,C15532,HMDB00856,0.65712349,0.538835763,0.928729554,-2.15347944,0.259816766
3824,"5,6-dihydrouridine",Nucleotide,"Pyrimidine Metabolism, Uracil containing",61833,LC/MS Neg,100001425,1119,245.07791,1361384,94312,85115,NA,NA,0.740375113,0.5689867,0.97921263,-2.042457315,0.250179472
4213,genistein glucuronide*,Xenobiotics,Food Component/Plant,62063,LC/MS Neg,100020216,2895,445.07763,NA,NA,NA,NA,NA,0.843963035,0.592909115,1.237439286,1.237439286,0.250042231
2891,4-cholesten-3-one,Lipid,Sterol,38125,LC/MS Pos Late,100002227,2520,385.3465,601-57-0,91477,427,C00599,HMDB00921,0.69987105,0.555742513,0.955875295,-2.092323142,0.247287594
372,N-formylmethionine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",2829,LC/MS Neg,194,1543.8,176.03869,4289-98-9,439750,388809,C03145,HMDB01015,0.662157666,0.538835763,0.977669053,-2.045682017,0.245008035
3956,alpha-tocotrienol,Cofactors and Vitamins,Tocopherol Metabolism,37502,LC/MS Pos Late,100001979,1986,424.3336,58864-81-6,5282347,4445512,C14153,HMDB06327,0.707007691,0.556145584,0.968377026,-2.065311284,0.244192559
559,gamma-glutamylthreonine,Peptide,Gamma-glutamyl Amino Acid,33364,LC/MS Pos Early,100001314,1750,249.10812,5652-48-2,76078708,21403107,NA,HMDB29159,0.700826448,0.555742513,0.990354938,-2.01947799,0.242864628
5106,salicylate,Xenobiotics,Drug - Topical Agents,1515,LC/MS Neg,501,2195,137.02442,69-72-7,338,331,C00805,HMDB01895,0.716742384,0.557848006,1.164305722,1.164305722,0.24040843
2788,"sphingomyelin (d18:1/14:0, d16:1/16:0)*",Lipid,Sphingomyelins,42463,LC/MS Pos Late,100004328,1998,675.54355,NA,11433862,9608732,NA,HMDB12097,0.74287684,0.5689867,0.988333128,-2.02360919,0.240261952
2039,1-palmitoleoyl-2-linoleoyl-GPC (16:1/18:2)*,Lipid,Phosphatidylcholine (PC),52683,LC/MS Pos Late,100009075,2003,756.55378,NA,NA,24766675,NA,HMDB08006,0.769068406,0.580578788,1.041129693,1.041129693,0.234068897
2544,1-oleoylglycerol (18:1),Lipid,Monoacylglycerol,21184,LC/MS Neg,100000924,6650,281.24858,111-03-5,5283468,4446588,NA,HMDB11567,0.682259408,0.548199902,1.029552517,1.029552517,0.233721659
2067,1-stearoyl-2-docosahexaenoyl-GPC (18:0/22:6),Lipid,Phosphatidylcholine (PC),52611,LC/MS Pos Late,100008916,2197,834.60128,59403-52-0,NA,NA,NA,HMDB08057,0.761783415,0.578742188,1.023217046,1.023217046,0.231479711
556,gamma-glutamyl-epsilon-lysine,Peptide,Gamma-glutamyl Amino Acid,33934,LC/MS Pos Early,100001262,2725,276.1554,17105-15-6,7015685,5378717,NA,HMDB03869,0.776695785,0.582525004,1.033434778,1.033434778,0.231421659
1571,2-aminoheptanoate,Lipid,"Fatty Acid, Amino",43761,LC/MS Pos Early,100004542,3160,146.11756,1115-90-8,227939,198338,NA,NA,0.738165015,0.568952594,1.052310524,1.052310524,0.230587278
46,N-acetylglutamine,Amino Acid,Glutamate Metabolism,33943,LC/MS Polar,100001253,2140,187.07243,2490-97-3,182230,158492,C02716,HMDB06029,0.79781519,0.583702047,1.021158019,1.021158019,0.229039494
2963,20a-dihydroprogesterone,Lipid,Progestin Steroids,39761,LC/MS Pos Late,100002766,1255,317.24751,145-14-2,92747,83725,C04042,HMDB03069,0.752663413,0.573722425,1.22600995,1.22600995,0.22627405
152,N-acetyltyrosine,Amino Acid,Tyrosine Metabolism,32390,LC/MS Neg,100001104,1680,222.07718,537-55-3,68310,61606,NA,HMDB00866,0.791815565,0.583552218,0.960669513,-2.081881409,0.225866629
1397,arachidonate (20:4n6),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),1110,LC/MS Neg,229,5535,303.23295,506-32-1,444899,392692,C00219,HMDB01043,0.714551956,0.557051903,0.971213851,-2.059278704,0.224242298
3950,alpha-tocopherol,Cofactors and Vitamins,Tocopherol Metabolism,1561,LC/MS Pos Late,1105,2522,430.37818,59-02-9;10191-41-0,14985,14265,C02477,HMDB01893,0.787784163,0.583552218,1.024758598,1.024758598,0.221261634
455,creatine,Amino Acid,Creatine Metabolism,27718,LC/MS Pos Early,1221,1947,132.07676,57-00-1,586,566,C00300,HMDB00064,0.698492716,0.555742513,0.980675703,-2.039410169,0.219919763
3731,xanthosine,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",15136,LC/MS Neg,100000299,1075,283.0684,146-80-5,64959,58484,C01762,HMDB00299,0.80857799,0.585396031,1.093448427,1.093448427,0.219380925
503,ophthalmate,Amino Acid,Glutathione Metabolism,34592,LC/MS Pos Early,100001311,2085,290.13467,495-27-2,7018721,7993181,NA,HMDB05765,0.791365147,0.583552218,0.836385115,-2.391242938,0.216640164
5311,3-hydroxypyridine sulfate,Xenobiotics,Chemical,48448,LC/MS Neg,100006098,1595.5,173.98665,1955-23-3,NA,16232314,NA,NA,0.795293412,0.583552218,1.034412858,1.034412858,0.216553667
5322,6-hydroxyindole sulfate,Xenobiotics,Chemical,48698,LC/MS Neg,100006260,2498,212.0023,NA,NA,NA,NA,NA,0.791191862,0.583552218,0.942511314,-2.121990443,0.216219169
2778,palmitoyl sphingomyelin (d18:1/16:0),Lipid,Sphingomyelins,37506,LC/MS Pos Late,100002107,2168,703.57485,6254-89-3,9939941,8115562,NA,NA,0.803853551,0.583892013,1.011888899,1.011888899,0.212991043
1329,caprate (10:0),Lipid,Medium Chain Fatty Acid,1642,LC/MS Neg,888,5090.7,171.13905,334-48-5,2969,2863,C01571,HMDB00511,0.804052916,0.583892013,0.99008835,-2.02002175,0.211763566
2684,sphinganine-1-phosphate,Lipid,Sphingolipid Synthesis,52605,LC/MS Pos Late,100001876,1431,382.27169,19794-97-9,520,505,NA,HMDB01383,0.76737248,0.580216578,1.024930059,1.024930059,0.209407076
3796,"N2,N2-dimethylguanosine",Nucleotide,"Purine Metabolism, Guanine containing",35137,LC/MS Pos Early,100001412,2210,312.13025,2140-67-2,92919,83878,NA,HMDB04824,0.731507088,0.565648509,1.001969336,1.001969336,0.208398814
4045,4-hydroxyhippurate,Xenobiotics,Benzoate Metabolism,35527,LC/MS Neg,100001423,1475,194.04588,2482-25-9,151012,133104,NA,HMDB13678,0.793168995,0.583552218,1.009374921,1.009374921,0.204599181
279,7-hydroxyindole sulfate,Amino Acid,Tryptophan Metabolism,52915,LC/MS Neg,100009043,1765,212.0023,NA,NA,NA,NA,NA,0.780731235,0.582926728,0.977736946,-2.045539968,0.204200947
2561,2-arachidonoylglycerol (20:4),Lipid,Monoacylglycerol,19266,LC/MS Neg,100000584,6170,303.23293,53847-30-6,5282280,4445451,C13856,HMDB04666,0.82395675,0.588645376,1.036975026,1.036975026,0.202994995
2892,beta-sitosterol,Lipid,Sterol,27414,LC/MS Pos Late,100001033,3054,397.38289,83-46-5,222284,192962,C01753,HMDB00852,0.755036972,0.574531639,1.004837924,1.004837924,0.201011563
454,guanidinoacetate,Amino Acid,Creatine Metabolism,43802,LC/MS Polar,344,2884,116.04655,352-97-6,763,743,C00581,HMDB00128,0.798897616,0.583702047,0.970633363,-2.060510256,0.200024555
4412,indolin-2-one,Xenobiotics,Food Component/Plant,43374,LC/MS Pos Early,100004318,2575,134.06004,59-48-3,321710,284794,C12312,NA,0.801898253,0.583892013,0.987787809,-2.024726344,0.199060541
3842,N-acetyl-beta-alanine,Nucleotide,"Pyrimidine Metabolism, Uracil containing",37432,LC/MS Neg,100002102,773,130.05096,3025-95-4,76406,68881,C01073,NA,0.789147036,0.583552218,0.887464784,-2.25361055,0.195133691
2421,1-arachidonoyl-GPI (20:4)*,Lipid,Lysophospholipid,34214,LC/MS Neg,100001654,5482,619.28888,NA,NA,NA,NA,HMDB61690,0.775738771,0.582525004,1.01836902,1.01836902,0.189868296
340,2-methylbutyrylglycine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",31928,LC/MS Neg,100001155,1884,158.08226,52320-67-9,193872,168243,NA,HMDB00339,0.76392605,0.579447305,0.919752501,-2.174498029,0.187941304
3136,6-oxolithocholate,Lipid,Secondary Bile Acid Metabolism,46336,LC/MS Neg,100001068,5033,389.26973,2393-61-5,164960,144621,NA,NA,0.796246324,0.583552218,1.511981876,1.511981876,0.186172038
4072,guaiacol sulfate,Xenobiotics,Benzoate Metabolism,46111,LC/MS Neg,100004208,2344,203.00196,NA,22473,21078,NA,HMDB60013,0.742979599,0.5689867,0.919470566,-2.175164788,0.184995069
123,6-oxopiperidine-2-carboxylate,Amino Acid,Lysine Metabolism,43231,LC/MS Neg,100004499,965,142.05096,34622-39-4,3014237,2282737,NA,HMDB61705,0.827795594,0.588645376,0.914674443,-2.18657033,0.184330999
381,S-adenosylhomocysteine (SAH),Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",42382,LC/MS Neg,197,1832.4,383.11431,979-92-0,439155,16788012,C00021,HMDB00939,0.835274327,0.588645376,0.997778975,-2.004451938,0.182919737
280,3-indoxyl sulfate,Amino Acid,Tryptophan Metabolism,27672,LC/MS Neg,100000467,2222.2,212.0023,2642-37-7,10258,9840,NA,HMDB00682,0.827415732,0.588645376,0.940804035,-2.125841222,0.179081251
2545,1-linoleoylglycerol (18:2),Lipid,Monoacylglycerol,27447,LC/MS Neg,100001040,6477,279.23293,2277-28-3,5283469,4446589,NA,NA,0.7944927,0.583552218,1.023119764,1.023119764,0.178152219
4748,2-acetamidophenol sulfate,Xenobiotics,"Drug - Analgesics, Anesthetics",48580,LC/MS Neg,100006190,2251,230.01286,40712-60-5,181671,158023,NA,NA,0.853772178,0.595523864,1.022548529,1.022548529,0.176680114
449,argininate*,Amino Acid,Urea cycle; Arginine and Proline Metabolism,57461,LC/MS Pos Early,100002769,2150,176.10297,157-07-3,160437,140984,NA,HMDB03148,0.841805431,0.592373064,1.050585521,1.050585521,0.172770567
4103,3-(2-hydroxyphenyl)propionate,Xenobiotics,Benzoate Metabolism,35634,LC/MS Neg,100001623,2530,165.05571,495-78-3,873,850,C01198,HMDB33752,0.811452615,0.586334942,1.040540682,1.040540682,0.170163161
2525,1-(1-enyl-oleoyl)-GPE (P-18:1)*,Lipid,Lysoplasmalogen,44621,LC/MS Pos Late,100005372,1566,464.3136,NA,NA,NA,NA,NA,0.800929796,0.583892013,0.978980529,-2.042941551,0.168617032
390,cysteine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",1868,LC/MS Pos Early,800,1475,122.02703,52-90-4;56-89-3,5862,5653,C00097,HMDB00574,0.780361931,0.582926728,0.956518219,-2.090916787,0.166001998
2781,behenoyl sphingomyelin (d18:1/22:0)*,Lipid,Sphingomyelins,48492,LC/MS Pos Late,100006294,3083,787.66876,NA,NA,24846873,NA,HMDB12103,0.820575519,0.588645376,0.994538541,-2.0109829,0.16290943
1909,N-stearoyltaurine,Lipid,Endocannabinoid,39730,LC/MS Neg,100003240,5782,390.26835,63155-80-6,168274,147194,NA,NA,0.812332751,0.586334942,0.98029052,-2.040211508,0.162847486
555,gamma-glutamyl-alpha-lysine,Peptide,Gamma-glutamyl Amino Acid,55015,LC/MS Pos Early,100010901,2784,276.1554,NA,65254,58747,NA,NA,0.83487674,0.588645376,1.06988065,1.06988065,0.162705416
110,5-hydroxylysine,Amino Acid,Lysine Metabolism,15685,LC/MS Pos Early,100000054,2790,163.10772,13204-98-3,1029,1002,C16741,HMDB00450,0.788610951,0.583552218,0.986180438,-2.028026438,0.159646564
3852,cytidine,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",514,LC/MS Pos Early,827,2124,244.0928,65-46-3,6175,5940,C00475,HMDB00089,0.829204003,0.588645376,1.013659157,1.013659157,0.158686822
2797,"sphingomyelin (d18:1/20:1, d18:2/20:0)*",Lipid,Sphingomyelins,48491,LC/MS Pos Late,100006292,2383,757.6218,222403-67-0,NA,NA,NA,NA,0.828053915,0.588645376,0.984651368,-2.031175769,0.157248438
1510,dodecadienoate (12:2)*,Lipid,"Fatty Acid, Dicarboxylate",62276,LC/MS Neg,100020478,5146,195.13905,NA,NA,NA,NA,NA,0.888731103,0.607474747,1.04571045,1.04571045,0.155940699
5253,ectoine,Xenobiotics,Chemical,35651,LC/MS Pos Early,100001635,1980,143.08151,96702-03-3,126041,112069,C06231,NA,0.783573359,0.583552218,0.916488447,-2.182242455,0.155476482
3961,alpha-CEHC sulfate,Cofactors and Vitamins,Tocopherol Metabolism,47666,LC/MS Neg,100005972,3090,357.10134,NA,NA,NA,NA,NA,0.777751274,0.582525004,0.975288498,-2.050675265,0.154601443
1709,oleoylcholine,Lipid,Fatty Acid Metabolism (Acyl Choline),53260,LC/MS Pos Late,100009331,1449,368.35231,NA,NA,NA,NA,NA,0.824552809,0.588645376,1.013437623,1.013437623,0.153623969
2804,"sphingomyelin (d18:1/24:1, d18:2/24:0)*",Lipid,Sphingomyelins,47153,LC/MS Pos Late,100005986,3033,813.68441,94359-13-4,NA,24846874,NA,HMDB12107,0.833076569,0.588645376,0.997320703,-2.005372989,0.151959213
1895,oleoyl ethanolamide,Lipid,Endocannabinoid,38102,LC/MS Neg,1137,6450,324.2908,11-58-0;111-58-0,5283454,4446574,NA,HMDB02088,0.80598501,0.584405566,1.045093557,1.045093557,0.149368757
1385,heneicosapentaenoate (21:5n3),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),57658,LC/MS Neg,100015797,5514,315.23295,24257-10-1,11998573,10171040,NA,NA,0.884937412,0.607118984,0.954172458,-2.096057147,0.148270859
3942,ascorbic acid 3-sulfate*,Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,63687,LC/MS Polar,100020409,2025,254.98146,NA,11425365,9600241,NA,NA,0.823585796,0.588645376,1.04343927,1.04343927,0.14654263
5207,2-aminophenol sulfate,Xenobiotics,Chemical,43266,LC/MS Neg,100004322,1677,188.0023,NA,181670,158022,NA,HMDB61116,0.853232857,0.595523864,0.996984423,-2.006049396,0.143901896
2912,7-hydroxycholesterol (alpha or beta),Lipid,Sterol,47890,LC/MS Pos Late,100005999,1930,367.33594,NA,107722,NA,NA,HMDB06119,0.826436588,0.588645376,0.865273125,-2.311408899,0.14091188
103,"N2,N6-diacetyllysine",Amino Acid,Lysine Metabolism,48455,LC/MS Neg,100006124,1604,229.11938,499-86-5,91827,82921,NA,NA,0.815859583,0.587991031,0.988010672,-2.024269632,0.139687705
151,tyrosine,Amino Acid,Tyrosine Metabolism,1299,LC/MS Pos Early,815,2430,182.08117,60-18-4,6057,5833,C00082,HMDB00158,0.87229302,0.604027133,0.987232384,-2.025865473,0.138980254
2053,1-stearoyl-2-linoleoyl-GPC (18:0/18:2)*,Lipid,Phosphatidylcholine (PC),52452,LC/MS Pos Late,100008980,2380,786.60074,NA,NA,NA,NA,HMDB08039,0.846844476,0.592909115,0.996441172,-2.007143078,0.136874579
1968,glycerophosphorylcholine (GPC),Lipid,Phospholipid Metabolism,15990,LC/MS Pos Early,100000269,672,258.1101,28319-77-9,71920,571409,C00670,HMDB00086,0.831598032,0.588645376,0.988827038,-2.022598416,0.133111082
4043,3-hydroxyhippurate,Xenobiotics,Benzoate Metabolism,39600,LC/MS Neg,100002122,1687,194.04588,1637-75-8,450268,396603,NA,HMDB06116,0.827107029,0.588645376,0.940068109,-2.127505423,0.132820084
4128,3-(3-hydroxyphenyl)propionate,Xenobiotics,Benzoate Metabolism,35635,LC/MS Neg,100001624,1980,165.05571,621-54-5,91,89,C11457,HMDB00375,0.892204275,0.608976307,0.946092326,-2.11395859,0.130934033
2800,"sphingomyelin (d18:2/21:0, d16:2/23:0)*",Lipid,Sphingomyelins,57480,LC/MS Pos Late,100015790,2330,771.63748,NA,NA,NA,NA,NA,0.881891956,0.607118984,1.081891488,1.081891488,0.130736464
40,N-acetylasparagine,Amino Acid,Alanine and Aspartate Metabolism,33942,LC/MS Pos Early,100001257,785,175.07134,4033-40-3,99715,90090,NA,HMDB06028,0.871088358,0.604027133,0.987958245,-2.024377053,0.129731288
2027,1-palmitoyl-2-arachidonoyl-GPC (16:0/20:4n6),Lipid,Phosphatidylcholine (PC),52462,LC/MS Pos Late,100008914,2091,782.56944,35418-58-7,10747814,8923140,NA,HMDB07982,0.885665607,0.607118984,1.016718292,1.016718292,0.128852813
60,S-1-pyrroline-5-carboxylate,Amino Acid,Glutamate Metabolism,42370,LC/MS Pos Early,35,1528,114.05496,2906-39-0,1196,10140206,C04322,HMDB01301,0.887557311,0.607474747,1.001017636,1.001017636,0.121094225
365,"2,3-dihydroxy-2-methylbutyrate",Amino Acid,"Leucine, Isoleucine and Valine Metabolism",57547,LC/MS Neg,100010869,787,133.05063,14868-24-7,301941,266858,NA,HMDB29576,0.931222721,0.620862872,1.004465099,1.004465099,0.116809917
3809,orotate,Nucleotide,"Pyrimidine Metabolism, Orotate containing",1505,LC/MS Polar,445,1638.1,155.00983,50887-69-9,967,942,C00295,HMDB00226,0.794569203,0.583552218,1.024210286,1.024210286,0.115062143
253,picolinate,Amino Acid,Tryptophan Metabolism,1512,LC/MS Pos Early,1022,910,124.03931,98-98-6,1018,993,C10164,HMDB02243,0.884858593,0.607118984,1.006375102,1.006375102,0.114700392
4353,daidzein 7-O-glucuronide,Xenobiotics,Food Component/Plant,62070,LC/MS Neg,100020206,2580,429.08272,NA,11316354,9491321,NA,HMDB41718,0.970257528,0.629220869,1.123119097,1.123119097,0.114496754
562,gamma-glutamylvaline,Peptide,Gamma-glutamyl Amino Acid,43829,LC/MS Pos Early,100001126,2700,247.12885,2746-34-1,7015683,NA,NA,HMDB11172,0.909736049,0.611324159,1.02131055,1.02131055,0.107035535
3864,5-methyl-2'-deoxycytidine,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",38159,LC/MS Pos Early,100002300,2303,242.11354,838-07-3,440055,389065,C03592,HMDB02224,0.870000986,0.604027133,0.987400053,-2.025521463,0.106422524
2502,1-(1-enyl-palmitoyl)-2-arachidonoyl-GPC (P-16:0/20:4)*,Lipid,Plasmalogen,52689,LC/MS Pos Late,100009014,2154,766.57452,NA,NA,24767495,NA,HMDB11220,0.956454226,0.626060501,1.026818112,1.026818112,0.104722661
2049,"1,2-distearoyl-GPC (18:0/18:0)",Lipid,Phosphatidylcholine (PC),19132,LC/MS Pos Late,100000660,2950,790.63204,816-94-4,94190,85004,NA,HMDB08036,0.960262274,0.626737618,1.004985168,1.004985168,0.103419516
5236,S-(3-hydroxypropyl)mercapturic acid (HPMA),Xenobiotics,Chemical,44552,LC/MS Neg,100004568,1576,220.0649,23127-40-4,3371179,2616726,NA,NA,0.847538098,0.592909115,0.98785552,-2.024587563,0.10262682
2792,"sphingomyelin (d18:2/16:0, d18:1/16:1)*",Lipid,Sphingomyelins,42459,LC/MS Pos Late,100004329,2002,701.5592,NA,NA,NA,NA,NA,0.910048948,0.611324159,1.040954129,1.040954129,0.101750618
2523,1-(1-enyl-palmitoyl)-GPE (P-16:0)*,Lipid,Lysoplasmalogen,39270,LC/MS Pos Late,100003000,1558,438.2979,NA,NA,10471193,NA,NA,0.908463215,0.611324159,1.019230589,1.019230589,0.100289671
206,p-cresol glucuronide*,Amino Acid,Tyrosine Metabolism,48841,LC/MS Neg,100006191,2420,283.08232,17680-99-8,154035,135751,NA,HMDB11686,0.909218581,0.611324159,0.935271519,-2.138416448,0.098010117
552,gamma-glutamylhistidine,Peptide,Gamma-glutamyl Amino Acid,18245,LC/MS Pos Early,1235,2740,285.11935,37460-15-4,7017195,5380197,NA,NA,0.896786719,0.611229632,1.016864225,1.016864225,0.095745801
396,cystine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",56,LC/MS Pos Early,279,2000,241.03113,56-89-3,67678,575,C00491,HMDB00192,0.876309821,0.605138625,0.993756168,-2.012566125,0.095279465
1595,methylmalonate (MMA),Lipid,Fatty Acid Metabolism (also BCAA Metabolism),1496,LC/MS Polar,418,3078.4,117.01933,516-05-2,487,473,C02170,HMDB00202,0.965570617,0.628482717,1.01626059,1.01626059,0.094580733
235,C-glycosyltryptophan,Amino Acid,Tryptophan Metabolism,48782,LC/MS Pos Early,100006379,2700,367.14998,180509-18-6,10981970,9157171,NA,NA,0.862513827,0.600743066,0.985285582,-2.029868331,0.092714163
2836,sphingosine 1-phosphate,Lipid,Sphingosines,34445,LC/MS Polar,100000626,1850,378.24148,26993-30-6,5283560,4446673,C06124,HMDB00277,0.964359236,0.628482717,1.002945102,1.002945102,0.089984248
2784,sphingomyelin (d18:2/18:1)*,Lipid,Sphingomyelins,57474,LC/MS Pos Late,100015788,1904,727.57485,NA,NA,NA,NA,NA,0.904090619,0.611324159,1.061042974,1.061042974,0.087675517
3941,ascorbic acid 2-sulfate,Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,63590,LC/MS Polar,100009329,3042,254.98162,NA,86484,77998,NA,NA,0.881831627,0.607118984,1.048068593,1.048068593,0.087418886
2304,1-palmitoyl-GPC (16:0),Lipid,Lysophospholipid,33955,LC/MS Pos Late,100001263,1525,496.33977,17364-16-8,86554,78064,NA,HMDB10382,0.831085584,0.588645376,0.992801427,-2.014501535,0.085446023
48,4-hydroxyglutamate,Amino Acid,Glutamate Metabolism,40499,LC/MS Pos Early,100002544,1141,164.05535,2485-33-8,439902,388936,C03079,HMDB01344,0.876434872,0.605138625,1.002789762,1.002789762,0.085077771
81,anserine,Amino Acid,Histidine Metabolism,15747,LC/MS Pos Early,100000044,2924,241.12952,10030-52-1,112072,100482,C01262,HMDB00194,0.908039661,0.611324159,1.078369014,1.078369014,0.084016726
2802,"sphingomyelin (d18:1/22:2, d18:2/22:1, d16:1/24:2)*",Lipid,Sphingomyelins,57477,LC/MS Pos Late,100006296,2209,783.63746,NA,NA,NA,NA,NA,0.957139416,0.626060501,1.003298544,1.003298544,0.080030027
1387,docosahexaenoate (DHA; 22:6n3),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),44675,LC/MS Neg,100000665,5525,327.23295,6217-54-5,445580,393183,C06429,HMDB02183,0.922548894,0.616459363,1.045768429,1.045768429,0.079258561
498,5-oxoproline,Amino Acid,Glutathione Metabolism,1494,LC/MS Neg,1021,738.5,128.03531,98-79-3,7405,7127,C01879,HMDB00267,0.846497912,0.592909115,0.976359738,-2.048425312,0.078165486
4125,3-(3-hydroxyphenyl)propionate sulfate,Xenobiotics,Benzoate Metabolism,45415,LC/MS Neg,100005391,1294,245.01253,86321-32-6,187488,162993,NA,NA,0.956163395,0.626060501,0.995624071,-2.008790324,0.075178893
1973,glycerophosphoserine*,Lipid,Phospholipid Metabolism,57404,LC/MS Pos Early,100015666,577,260.05298,NA,3081457,2339060,NA,NA,0.942308654,0.624990061,0.993766671,-2.012544854,0.074305334
2537,1-myristoylglycerol (14:0),Lipid,Monoacylglycerol,35625,LC/MS Neg,100001618,6353.3,227.20163,75685-84-6,79050,71382,C01885,HMDB11561,0.952636328,0.626060501,0.994234159,-2.011598556,0.071709832
3855,5-methylcytidine,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",22119,LC/MS Pos Early,100000763,2227,258.10845,2140-61-6,92918,83877,NA,HMDB00982,0.997329553,0.63613657,0.999474192,-2.00105217,0.071272762
4545,methyl glucopyranoside (alpha + beta),Xenobiotics,Food Component/Plant,46144,LC/MS Neg,100005864,1070,193.0718,NA,NA,NA,NA,NA,0.969676822,0.629220869,0.974802826,-2.051696965,0.070977814
2789,"sphingomyelin (d18:2/14:0, d18:1/14:1)*",Lipid,Sphingomyelins,47154,LC/MS Pos Late,100005985,1860,673.5279,NA,NA,NA,NA,NA,0.91915865,0.615055379,1.014897825,1.014897825,0.070569253
